frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
1,7/13/17 4:00,4:00:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
2,7/13/17 4:00,4:00:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
3,7/13/17 4:00,4:00:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
4,7/13/17 4:00,4:00:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
5,7/13/17 4:01,4:01:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
6,7/13/17 4:01,4:01:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
7,7/13/17 4:01,4:01:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
8,7/13/17 4:01,4:01:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
9,7/13/17 4:02,4:02:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
10,7/13/17 4:02,4:02:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
11,7/13/17 4:02,4:02:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
12,7/13/17 4:02,4:02:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
13,7/13/17 4:03,4:03:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
14,7/13/17 4:03,4:03:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
15,7/13/17 4:03,4:03:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
16,7/13/17 4:03,4:03:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
17,7/13/17 4:04,4:04:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
18,7/13/17 4:04,4:04:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
19,7/13/17 4:04,4:04:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
20,7/13/17 4:04,4:04:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
21,7/13/17 4:05,4:05:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
22,7/13/17 4:05,4:05:15,1,0,0,0,0,0,0,0,73.06%,0.00%,0.00%,0.00%,18.27%,81.73%,0.73,3.27,1,1,0,1,73.06%,26.94%,0.00%,73.06%,15,0,0,0,,,,,15,0,0,0,15,0,0,0,679,745,980,1180,459,745,980,1180
23,7/13/17 4:05,4:05:30,0,0,0,0,0,0,0,0,73.06%,0.00%,0.00%,0.00%,18.27%,81.73%,0.73,3.27,1,1,0,1,73.06%,26.94%,0.00%,73.06%,30,0,0,0,,,,,30,0,0,0,30,0,0,0,679,745,980,1180,459,745,980,1180
24,7/13/17 4:05,4:05:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,45,0,0,0,,,,,45,0,0,0,45,0,0,0,681,745,980,1180,459,745,980,1180
25,7/13/17 4:06,4:06:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,60,0,0,0,,,,,60,0,0,0,60,0,0,0,681,745,980,1180,459,745,980,1180
26,7/13/17 4:06,4:06:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,75,0,0,0,,,,,75,0,0,0,75,0,0,0,681,745,980,1180,459,745,980,1180
27,7/13/17 4:06,4:06:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,90,0,0,0,,,,,90,0,0,0,90,0,0,0,681,745,980,1180,459,745,980,1180
28,7/13/17 4:06,4:06:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,105,0,0,0,,,,,105,0,0,0,105,0,0,0,681,745,980,1180,459,745,980,1180
29,7/13/17 4:07,4:07:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,120,0,0,0,,,,,120,0,0,0,120,0,0,0,681,745,980,1180,459,745,980,1180
30,7/13/17 4:07,4:07:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,135,0,0,0,,,,,135,0,0,0,135,0,0,0,681,745,980,1180,459,745,980,1180
31,7/13/17 4:07,4:07:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,150,0,0,0,,,,,150,0,0,0,150,0,0,0,681,745,980,1180,459,745,980,1180
32,7/13/17 4:07,4:07:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,165,0,0,0,,,,,165,0,0,0,165,0,0,0,681,745,980,1180,459,745,980,1180
33,7/13/17 4:08,4:08:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,180,0,0,0,,,,,180,0,0,0,180,0,0,0,681,745,980,1180,459,745,980,1180
34,7/13/17 4:08,4:08:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,195,0,0,0,,,,,195,0,0,0,195,0,0,0,681,745,980,1180,459,745,980,1180
35,7/13/17 4:08,4:08:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,210,0,0,0,,,,,210,0,0,0,210,0,0,0,681,745,980,1180,459,745,980,1180
36,7/13/17 4:08,4:08:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,225,0,0,0,,,,,225,0,0,0,225,0,0,0,681,745,980,1180,459,745,980,1180
37,7/13/17 4:09,4:09:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,240,0,0,0,,,,,240,0,0,0,240,0,0,0,681,745,980,1180,459,745,980,1180
38,7/13/17 4:09,4:09:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,255,0,0,0,,,,,255,0,0,0,255,0,0,0,681,745,980,1180,459,745,980,1180
39,7/13/17 4:09,4:09:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,270,0,0,0,,,,,270,0,0,0,270,0,0,0,681,745,980,1180,459,745,980,1180
40,7/13/17 4:09,4:09:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,285,0,0,0,,,,,285,0,0,0,285,0,0,0,681,745,980,1180,459,745,980,1180
41,7/13/17 4:10,4:10:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,300,0,0,0,,,,,300,0,0,0,300,0,0,0,681,745,980,1180,459,745,980,1180
42,7/13/17 4:10,4:10:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,315,0,0,0,,,,,315,0,0,0,315,0,0,0,681,745,980,1180,459,745,980,1180
43,7/13/17 4:10,4:10:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,330,0,0,0,,,,,330,0,0,0,330,0,0,0,681,745,980,1180,459,745,980,1180
44,7/13/17 4:10,4:10:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,345,0,0,0,,,,,345,0,0,0,345,0,0,0,681,745,980,1180,459,745,980,1180
45,7/13/17 4:11,4:11:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,360,0,0,0,,,,,360,0,0,0,360,0,0,0,681,745,980,1180,459,745,980,1180
46,7/13/17 4:11,4:11:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,375,0,0,0,,,,,375,0,0,0,375,0,0,0,681,745,980,1180,459,745,980,1180
47,7/13/17 4:11,4:11:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,390,0,0,0,,,,,390,0,0,0,390,0,0,0,681,745,980,1180,459,745,980,1180
48,7/13/17 4:11,4:11:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,405,0,0,0,,,,,405,0,0,0,405,0,0,0,681,745,980,1180,459,745,980,1180
49,7/13/17 4:12,4:12:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,420,0,0,0,,,,,420,0,0,0,420,0,0,0,681,745,980,1180,459,745,980,1180
50,7/13/17 4:12,4:12:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,435,0,0,0,,,,,435,0,0,0,435,0,0,0,681,745,980,1180,459,745,980,1180
51,7/13/17 4:12,4:12:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,450,0,0,0,,,,,450,0,0,0,450,0,0,0,681,745,980,1180,459,745,980,1180
52,7/13/17 4:12,4:12:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,465,0,0,0,,,,,465,0,0,0,465,0,0,0,681,745,980,1180,459,745,980,1180
53,7/13/17 4:13,4:13:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,480,0,0,0,,,,,480,0,0,0,480,0,0,0,681,745,980,1180,459,745,980,1180
54,7/13/17 4:13,4:13:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,495,0,0,0,,,,,495,0,0,0,495,0,0,0,681,745,980,1180,459,745,980,1180
55,7/13/17 4:13,4:13:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,510,0,0,0,,,,,510,0,0,0,510,0,0,0,681,745,980,1180,459,745,980,1180
56,7/13/17 4:13,4:13:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,525,0,0,0,,,,,525,0,0,0,525,0,0,0,681,745,980,1180,459,745,980,1180
57,7/13/17 4:14,4:14:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,540,0,0,0,,,,,540,0,0,0,540,0,0,0,681,745,980,1180,459,745,980,1180
58,7/13/17 4:14,4:14:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,555,0,0,0,,,,,555,0,0,0,555,0,0,0,681,745,980,1180,459,745,980,1180
59,7/13/17 4:14,4:14:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,570,0,0,0,,,,,570,0,0,0,570,0,0,0,681,745,980,1180,459,745,980,1180
60,7/13/17 4:14,4:14:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,585,0,0,0,,,,,585,0,0,0,585,0,0,0,681,745,980,1180,459,745,980,1180
61,7/13/17 4:15,4:15:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,600,0,0,0,,,,,600,0,0,0,600,0,0,0,681,745,980,1180,459,745,980,1180
62,7/13/17 4:15,4:15:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,615,0,0,0,,,,,615,0,0,0,615,0,0,0,681,745,980,1180,459,745,980,1180
63,7/13/17 4:15,4:15:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,630,0,0,0,,,,,630,0,0,0,630,0,0,0,681,745,980,1180,459,745,980,1180
64,7/13/17 4:15,4:15:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,645,0,0,0,,,,,645,0,0,0,645,0,0,0,681,745,980,1180,459,745,980,1180
65,7/13/17 4:16,4:16:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,660,0,0,0,,,,,660,0,0,0,660,0,0,0,681,745,980,1180,459,745,980,1180
66,7/13/17 4:16,4:16:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,675,0,0,0,,,,,675,0,0,0,675,0,0,0,681,745,980,1180,459,745,980,1180
67,7/13/17 4:16,4:16:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,690,0,0,0,,,,,690,0,0,0,690,0,0,0,681,745,980,1180,459,745,980,1180
68,7/13/17 4:16,4:16:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,705,0,0,0,,,,,705,0,0,0,705,0,0,0,681,745,980,1180,459,745,980,1180
69,7/13/17 4:17,4:17:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,720,0,0,0,,,,,720,0,0,0,720,0,0,0,681,745,980,1180,459,745,980,1180
70,7/13/17 4:17,4:17:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,735,0,0,0,,,,,735,0,0,0,735,0,0,0,681,745,980,1180,459,745,980,1180
71,7/13/17 4:17,4:17:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,750,0,0,0,,,,,750,0,0,0,750,0,0,0,681,745,980,1180,459,745,980,1180
72,7/13/17 4:17,4:17:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,765,0,0,0,,,,,765,0,0,0,765,0,0,0,681,745,980,1180,459,745,980,1180
73,7/13/17 4:18,4:18:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,780,0,0,0,,,,,780,0,0,0,780,0,0,0,681,745,980,1180,459,745,980,1180
74,7/13/17 4:18,4:18:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,795,0,0,0,,,,,795,0,0,0,795,0,0,0,681,745,980,1180,459,745,980,1180
75,7/13/17 4:18,4:18:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,810,0,0,0,,,,,810,0,0,0,810,0,0,0,681,745,980,1180,459,745,980,1180
76,7/13/17 4:18,4:18:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,825,0,0,0,,,,,825,0,0,0,825,0,0,0,681,745,980,1180,459,745,980,1180
77,7/13/17 4:19,4:19:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,840,0,0,0,,,,,840,0,0,0,840,0,0,0,681,745,980,1180,459,745,980,1180
78,7/13/17 4:19,4:19:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,855,0,0,0,,,,,855,0,0,0,855,0,0,0,681,745,980,1180,459,745,980,1180
79,7/13/17 4:19,4:19:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,870,0,0,0,,,,,870,0,0,0,870,0,0,0,681,745,980,1180,459,745,980,1180
80,7/13/17 4:19,4:19:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,885,0,0,0,,,,,885,0,0,0,885,0,0,0,681,745,980,1180,459,745,980,1180
81,7/13/17 4:20,4:20:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,900,0,0,0,,,,,900,0,0,0,900,0,0,0,681,745,980,1180,459,745,980,1180
82,7/13/17 4:20,4:20:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,915,0,0,0,,,,,915,0,0,0,915,0,0,0,681,745,980,1180,459,745,980,1180
83,7/13/17 4:20,4:20:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,930,0,0,0,,,,,930,0,0,0,930,0,0,0,681,745,980,1180,459,745,980,1180
84,7/13/17 4:20,4:20:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,945,0,0,0,,,,,945,0,0,0,945,0,0,0,681,745,980,1180,459,745,980,1180
85,7/13/17 4:21,4:21:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,960,0,0,0,,,,,960,0,0,0,960,0,0,0,681,745,980,1180,459,745,980,1180
86,7/13/17 4:21,4:21:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,975,0,0,0,,,,,975,0,0,0,975,0,0,0,681,745,980,1180,459,745,980,1180
87,7/13/17 4:21,4:21:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,990,0,0,0,,,,,990,0,0,0,990,0,0,0,681,745,980,1180,459,745,980,1180
88,7/13/17 4:21,4:21:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,1005,0,0,0,,,,,1005,0,0,0,1005,0,0,0,681,745,980,1180,459,745,980,1180
89,7/13/17 4:22,4:22:00,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,1020,0,0,0,,,,,1020,0,0,0,1020,0,0,0,681,745,980,1180,459,745,980,1180
90,7/13/17 4:22,4:22:15,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,1035,0,0,0,,,,,1035,0,0,0,1035,0,0,0,681,745,980,1180,459,745,980,1180
91,7/13/17 4:22,4:22:30,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,1050,0,0,0,,,,,1050,0,0,0,1050,0,0,0,681,745,980,1180,459,745,980,1180
92,7/13/17 4:22,4:22:45,0,0,0,0,0,0,0,0,73.88%,0.00%,0.00%,0.00%,18.47%,81.53%,0.74,3.26,1,1,0,1,73.88%,26.12%,0.00%,73.88%,1065,0,0,0,,,,,1065,0,0,0,1065,0,0,0,681,745,980,1180,459,745,980,1180
