frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3,,,,,,,,,,,,,,,,,
11,7/10/17 12:17,12:17:30,0,0,0,0,0,0,0,0,87.54%,0.00%,92.00%,65.63%,61.29%,38.71%,2.45,1.55,3,1,0,3,81.72%,18.28%,0.00%,81.72%,150,0,150,150,,,,,150,0,150,150,150,0,150,150,517,530,1234,1489,215,530,935,1279,,,,,,,,,,,,,,,,,
12,7/10/17 12:17,12:17:45,0,0,0,0,0,0,0,0,87.54%,0.00%,92.00%,65.63%,61.29%,38.71%,2.45,1.55,3,1,0,3,81.72%,18.28%,0.00%,81.72%,165,0,165,165,,,,,165,0,165,165,165,0,165,165,517,530,1234,1489,215,530,935,1279,,,,,,,,,,,,,,,,,
13,7/10/17 12:18,12:18:00,0,0,0,0,0,0,0,0,87.54%,0.00%,92.00%,65.63%,61.29%,38.71%,2.45,1.55,3,1,0,3,81.72%,18.28%,0.00%,81.72%,180,0,180,180,,,,,180,0,180,180,180,0,180,180,517,530,1234,1489,215,530,935,1279,,,,,,,,,,,,,,,,,
14,7/10/17 12:18,12:18:15,0,0,0,0,0,0,0,0,87.54%,0.00%,92.00%,65.63%,61.29%,38.71%,2.45,1.55,3,1,0,3,81.72%,18.28%,0.00%,81.72%,195,0,195,195,,,,,195,0,195,195,195,0,195,195,517,530,1234,1489,215,530,935,1279,,,,,,,,,,,,,,,,,
15,7/10/17 12:18,12:18:30,0,0,0,0,0,0,0,0,87.54%,0.00%,92.00%,65.63%,61.29%,38.71%,2.45,1.55,3,1,0,3,81.72%,18.28%,0.00%,81.72%,210,0,210,210,,,,,210,0,210,210,210,0,210,210,517,530,1234,1489,215,530,935,1279,,,,,,,,,,,,,,,,,
16,7/10/17 12:18,12:18:45,0,0,0,0,0,0,0,0,87.54%,0.00%,92.00%,66.88%,61.60%,38.40%,2.46,1.54,3,1,0,3,82.14%,17.86%,0.00%,82.14%,225,0,225,225,,,,,225,0,225,225,225,0,225,225,517,530,1234,1487,215,530,935,1273,,,,,,,,,,,,,,,,,
17,7/10/17 12:19,12:19:00,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,240,0,240,240,,,,,240,0,240,240,240,0,240,240,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
18,7/10/17 12:19,12:19:15,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,255,0,255,255,,,,,255,0,255,255,255,0,255,255,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
19,7/10/17 12:19,12:19:30,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,270,0,270,270,,,,,270,0,270,270,270,0,270,270,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
20,7/10/17 12:19,12:19:45,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,285,0,285,285,,,,,285,0,285,285,285,0,285,285,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
21,7/10/17 12:20,12:20:00,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,300,0,300,300,,,,,300,0,300,300,300,0,300,300,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
22,7/10/17 12:20,12:20:15,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,315,0,315,315,,,,,315,0,315,315,315,0,315,315,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
23,7/10/17 12:20,12:20:30,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,330,0,330,330,,,,,330,0,330,330,330,0,330,330,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
24,7/10/17 12:20,12:20:45,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,345,0,345,345,,,,,345,0,345,345,345,0,345,345,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
25,7/10/17 12:21,12:21:00,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,360,0,360,360,,,,,360,0,360,360,360,0,360,360,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
26,7/10/17 12:21,12:21:15,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,66.88%,61.17%,38.83%,2.45,1.55,3,1,0,3,81.56%,18.44%,0.00%,81.56%,375,0,375,375,,,,,375,0,375,375,375,0,375,375,517,530,1234,1487,221,530,935,1273,,,,,,,,,,,,,,,,,
27,7/10/17 12:21,12:21:30,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,67.50%,61.32%,38.68%,2.45,1.55,3,1,0,3,81.77%,18.23%,0.00%,81.77%,390,0,390,390,,,,,390,0,390,390,390,0,390,390,517,530,1234,1489,221,530,935,1273,,,,,,,,,,,,,,,,,
28,7/10/17 12:21,12:21:45,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,67.50%,61.32%,38.68%,2.45,1.55,3,1,0,3,81.77%,18.23%,0.00%,81.77%,405,0,405,405,,,,,405,0,405,405,405,0,405,405,517,530,1234,1489,221,530,935,1273,,,,,,,,,,,,,,,,,
29,7/10/17 12:22,12:22:00,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,67.50%,61.32%,38.68%,2.45,1.55,3,1,0,3,81.77%,18.23%,0.00%,81.77%,420,0,420,420,,,,,420,0,420,420,420,0,420,420,517,530,1234,1489,221,530,935,1273,,,,,,,,,,,,,,,,,
30,7/10/17 12:22,12:22:15,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,67.50%,61.32%,38.68%,2.45,1.55,3,1,0,3,81.77%,18.23%,0.00%,81.77%,435,0,435,435,,,,,435,0,435,435,435,0,435,435,517,530,1234,1489,221,530,935,1273,,,,,,,,,,,,,,,,,
31,7/10/17 12:22,12:22:30,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,67.50%,61.32%,38.68%,2.45,1.55,3,1,0,3,81.77%,18.23%,0.00%,81.77%,450,0,450,450,,,,,450,0,450,450,450,0,450,450,517,530,1234,1489,221,530,935,1273,,,,,,,,,,,,,,,,,
32,7/10/17 12:22,12:22:45,0,0,0,0,0,0,0,0,85.80%,0.00%,92.00%,68.13%,61.48%,38.52%,2.46,1.54,3,1,0,3,81.97%,18.03%,0.00%,81.97%,465,0,465,465,,,,,465,0,465,465,465,0,465,465,517,530,1234,1489,221,530,935,1271,,,,,,,,,,,,,,,,,
33,7/10/17 12:23,12:23:00,0,0,0,0,0,0,0,0,85.22%,0.00%,92.00%,68.13%,61.34%,38.66%,2.45,1.55,3,1,0,3,81.78%,18.22%,0.00%,81.78%,480,0,480,480,,,,,480,0,480,480,480,0,480,480,515,530,1234,1489,221,530,935,1271,,,,,,,,,,,,,,,,,
34,7/10/17 12:23,12:23:15,0,0,0,0,0,0,0,0,85.22%,0.00%,92.00%,68.13%,61.34%,38.66%,2.45,1.55,3,1,0,3,81.78%,18.22%,0.00%,81.78%,495,0,495,495,,,,,495,0,495,495,495,0,495,495,515,530,1234,1489,221,530,935,1271,,,,,,,,,,,,,,,,,
35,7/10/17 12:23,12:23:30,0,0,0,0,0,0,0,0,85.22%,0.00%,92.31%,68.13%,61.41%,38.59%,2.46,1.54,3,1,0,3,81.88%,18.12%,0.00%,81.88%,510,0,510,510,,,,,510,0,510,510,510,0,510,510,515,530,1235,1489,221,530,935,1271,,,,,,,,,,,,,,,,,
36,7/10/17 12:23,12:23:45,0,0,0,0,0,0,0,0,85.22%,0.00%,92.31%,68.13%,61.41%,38.59%,2.46,1.54,3,1,0,3,81.88%,18.12%,0.00%,81.88%,525,0,525,525,,,,,525,0,525,525,525,0,525,525,515,530,1235,1489,221,530,935,1271,,,,,,,,,,,,,,,,,
37,7/10/17 12:24,12:24:00,0,0,0,0,0,0,0,0,85.22%,0.00%,92.31%,68.13%,61.41%,38.59%,2.46,1.54,3,1,0,3,81.88%,18.12%,0.00%,81.88%,540,0,540,540,,,,,540,0,540,540,540,0,540,540,515,530,1235,1489,221,530,935,1271,,,,,,,,,,,,,,,,,
38,7/10/17 12:24,12:24:15,0,1,0,0,0,0,0,0,85.22%,82.75%,92.31%,68.13%,82.10%,17.90%,3.28,0.72,4,1,1,4,82.10%,17.90%,82.10%,82.10%,555,15,555,555,,,,,555,15,555,555,555,15,555,555,515,870,1235,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
39,7/10/17 12:24,12:24:30,0,0,0,0,0,0,0,0,85.22%,82.75%,92.31%,68.13%,82.10%,17.90%,3.28,0.72,4,1,1,4,82.10%,17.90%,82.10%,82.10%,570,30,570,570,,,,,570,30,570,570,570,30,570,570,515,870,1235,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
40,7/10/17 12:24,12:24:45,0,0,0,0,0,0,0,0,85.22%,83.50%,92.31%,68.13%,82.29%,17.71%,3.29,0.71,4,1,1,4,82.29%,17.71%,82.29%,82.29%,585,45,585,585,,,,,585,45,585,585,585,45,585,585,515,873,1235,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
41,7/10/17 12:25,12:25:00,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,600,60,600,600,,,,,600,60,600,600,600,60,600,600,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
42,7/10/17 12:25,12:25:15,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,615,75,615,615,,,,,615,75,615,615,615,75,615,615,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
43,7/10/17 12:25,12:25:30,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,630,90,630,630,,,,,630,90,630,630,630,90,630,630,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
44,7/10/17 12:25,12:25:45,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,645,105,645,645,,,,,645,105,645,645,645,105,645,645,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
45,7/10/17 12:26,12:26:00,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,660,120,660,660,,,,,660,120,660,660,660,120,660,660,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
46,7/10/17 12:26,12:26:15,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,675,135,675,675,,,,,675,135,675,675,675,135,675,675,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
47,7/10/17 12:26,12:26:30,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,690,150,690,690,,,,,690,150,690,690,690,150,690,690,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
48,7/10/17 12:26,12:26:45,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,705,165,705,705,,,,,705,165,705,705,705,165,705,705,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
49,7/10/17 12:27,12:27:00,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,720,180,720,720,,,,,720,180,720,720,720,180,720,720,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
50,7/10/17 12:27,12:27:15,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,735,195,735,735,,,,,735,195,735,735,735,195,735,735,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
51,7/10/17 12:27,12:27:30,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,750,210,750,750,,,,,750,210,750,750,750,210,750,750,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
52,7/10/17 12:27,12:27:45,0,0,0,0,0,0,0,0,85.80%,83.50%,92.92%,68.13%,82.59%,17.41%,3.30,0.70,4,1,1,4,82.59%,17.41%,82.59%,82.59%,765,225,765,765,,,,,765,225,765,765,765,225,765,765,517,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
53,7/10/17 12:28,12:28:00,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,780,240,780,780,,,,,780,240,780,780,780,240,780,780,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
54,7/10/17 12:28,12:28:15,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,795,255,795,795,,,,,795,255,795,795,795,255,795,795,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
55,7/10/17 12:28,12:28:30,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,810,270,810,810,,,,,810,270,810,810,810,270,810,810,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
56,7/10/17 12:28,12:28:45,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,825,285,825,825,,,,,825,285,825,825,825,285,825,825,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
57,7/10/17 12:29,12:29:00,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,840,300,840,840,,,,,840,300,840,840,840,300,840,840,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
58,7/10/17 12:29,12:29:15,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,855,315,855,855,,,,,855,315,855,855,855,315,855,855,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
59,7/10/17 12:29,12:29:30,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,870,330,870,870,,,,,870,330,870,870,870,330,870,870,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
60,7/10/17 12:29,12:29:45,0,0,0,0,0,0,0,0,85.22%,83.50%,92.92%,68.13%,82.44%,17.56%,3.30,0.70,4,1,1,4,82.44%,17.56%,82.44%,82.44%,885,345,885,885,,,,,885,345,885,885,885,345,885,885,515,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
61,7/10/17 12:30,12:30:00,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,68.13%,82.37%,17.63%,3.29,0.71,4,1,1,4,82.37%,17.63%,82.37%,82.37%,900,360,900,900,,,,,900,360,900,900,900,360,900,900,514,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
62,7/10/17 12:30,12:30:15,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,68.13%,82.37%,17.63%,3.29,0.71,4,1,1,4,82.37%,17.63%,82.37%,82.37%,915,375,915,915,,,,,915,375,915,915,915,375,915,915,514,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
63,7/10/17 12:30,12:30:30,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,68.13%,82.37%,17.63%,3.29,0.71,4,1,1,4,82.37%,17.63%,82.37%,82.37%,930,390,930,930,,,,,930,390,930,930,930,390,930,930,514,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
64,7/10/17 12:30,12:30:45,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,68.13%,82.37%,17.63%,3.29,0.71,4,1,1,4,82.37%,17.63%,82.37%,82.37%,945,405,945,945,,,,,945,405,945,945,945,405,945,945,514,873,1237,1489,221,539,935,1271,,,,,,,,,,,,,,,,,
65,7/10/17 12:31,12:31:00,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,960,420,960,960,,,,,960,420,960,960,960,420,960,960,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
66,7/10/17 12:31,12:31:15,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,975,435,975,975,,,,,975,435,975,975,975,435,975,975,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
67,7/10/17 12:31,12:31:30,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,990,450,990,990,,,,,990,450,990,990,990,450,990,990,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
68,7/10/17 12:31,12:31:45,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1005,465,1005,1005,,,,,1005,465,1005,1005,1005,465,1005,1005,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
69,7/10/17 12:32,12:32:00,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1020,480,1020,1020,,,,,1020,480,1020,1020,1020,480,1020,1020,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
70,7/10/17 12:32,12:32:15,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1035,495,1035,1035,,,,,1035,495,1035,1035,1035,495,1035,1035,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
71,7/10/17 12:32,12:32:30,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1050,510,1050,1050,,,,,1050,510,1050,1050,1050,510,1050,1050,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
72,7/10/17 12:32,12:32:45,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1065,525,1065,1065,,,,,1065,525,1065,1065,1065,525,1065,1065,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
73,7/10/17 12:33,12:33:00,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1080,540,1080,1080,,,,,1080,540,1080,1080,1080,540,1080,1080,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
74,7/10/17 12:33,12:33:15,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1095,555,1095,1095,,,,,1095,555,1095,1095,1095,555,1095,1095,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
75,7/10/17 12:33,12:33:30,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1110,570,1110,1110,,,,,1110,570,1110,1110,1110,570,1110,1110,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
76,7/10/17 12:33,12:33:45,0,0,0,0,0,0,0,0,84.93%,83.50%,92.92%,67.50%,82.21%,17.79%,3.29,0.71,4,1,1,4,82.21%,17.79%,82.21%,82.21%,1125,585,1125,1125,,,,,1125,585,1125,1125,1125,585,1125,1125,514,873,1237,1487,221,539,935,1271,,,,,,,,,,,,,,,,,
