frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3,,,,,,,,,,,,,,,,,
11,7/12/17 11:32,11:32:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,150,0,150,150,,,,,150,0,150,150,150,0,150,150,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
12,7/12/17 11:32,11:32:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,165,0,165,165,,,,,165,0,165,165,165,0,165,165,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
13,7/12/17 11:33,11:33:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,180,0,180,180,,,,,180,0,180,180,180,0,180,180,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
14,7/12/17 11:33,11:33:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,195,0,195,195,,,,,195,0,195,195,195,0,195,195,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
15,7/12/17 11:33,11:33:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,210,0,210,210,,,,,210,0,210,210,210,0,210,210,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
16,7/12/17 11:33,11:33:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,225,0,225,225,,,,,225,0,225,225,225,0,225,225,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
17,7/12/17 11:34,11:34:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,240,0,240,240,,,,,240,0,240,240,240,0,240,240,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
18,7/12/17 11:34,11:34:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,255,0,255,255,,,,,255,0,255,255,255,0,255,255,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
19,7/12/17 11:34,11:34:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,270,0,270,270,,,,,270,0,270,270,270,0,270,270,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
20,7/12/17 11:34,11:34:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,285,0,285,285,,,,,285,0,285,285,285,0,285,285,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
21,7/12/17 11:35,11:35:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,300,0,300,300,,,,,300,0,300,300,300,0,300,300,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
22,7/12/17 11:35,11:35:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,315,0,315,315,,,,,315,0,315,315,315,0,315,315,526,620,1357,1593,235,620,1067,1389,,,,,,,,,,,,,,,,,
23,7/12/17 11:35,11:35:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,330,0,330,330,,,,,330,0,330,330,330,0,330,330,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
24,7/12/17 11:35,11:35:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,3,78.86%,21.14%,0.00%,78.86%,345,0,345,345,,,,,345,0,345,345,345,0,345,345,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
25,7/12/17 11:36,11:36:00,0,0,0,0,1,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,360,360,345,,,,345,0,360,360,345,0,360,360,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
26,7/12/17 11:36,11:36:15,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,375,375,,,,,345,0,375,375,345,0,375,375,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
27,7/12/17 11:36,11:36:30,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,390,390,,,,,345,0,390,390,345,0,390,390,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
28,7/12/17 11:36,11:36:45,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,405,405,,,,,345,0,405,405,345,0,405,405,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
29,7/12/17 11:37,11:37:00,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,420,420,,,,,345,0,420,420,345,0,420,420,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
30,7/12/17 11:37,11:37:15,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,435,435,,,,,345,0,435,435,345,0,435,435,240,620,1357,1593,240,620,1067,1389,,,,,,,,,,,,,,,,,
31,7/12/17 11:37,11:37:30,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,450,450,,,,,345,0,450,450,345,0,450,450,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
32,7/12/17 11:37,11:37:45,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,465,465,,,,,345,0,465,465,345,0,465,465,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
33,7/12/17 11:38,11:38:00,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,480,480,,,,,345,0,480,480,345,0,480,480,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
34,7/12/17 11:38,11:38:15,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,495,495,,,,,345,0,495,495,345,0,495,495,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
35,7/12/17 11:38,11:38:30,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,510,510,,,,,345,0,510,510,345,0,510,510,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
36,7/12/17 11:38,11:38:45,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,525,525,,,,,345,0,525,525,345,0,525,525,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
37,7/12/17 11:39,11:39:00,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,540,540,,,,,345,0,540,540,345,0,540,540,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
38,7/12/17 11:39,11:39:15,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,555,555,,,,,345,0,555,555,345,0,555,555,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
39,7/12/17 11:39,11:39:30,0,0,0,0,0,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,3,80.66%,19.34%,0.00%,80.66%,0,0,570,570,,,,,345,0,570,570,345,0,570,570,240,620,1357,1592,240,620,1067,1389,,,,,,,,,,,,,,,,,
40,7/12/17 11:39,11:39:45,1,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,15,0,585,585,,,,,360,0,585,585,360,0,585,585,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
41,7/12/17 11:40,11:40:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,30,0,600,600,,,,,375,0,600,600,375,0,600,600,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
42,7/12/17 11:40,11:40:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,45,0,615,615,,,,,390,0,615,615,390,0,615,615,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
43,7/12/17 11:40,11:40:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,60,0,630,630,,,,,405,0,630,630,405,0,630,630,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
44,7/12/17 11:40,11:40:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,75,0,645,645,,,,,420,0,645,645,420,0,645,645,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
45,7/12/17 11:41,11:41:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,90,0,660,660,,,,,435,0,660,660,435,0,660,660,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
46,7/12/17 11:41,11:41:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,105,0,675,675,,,,,450,0,675,675,450,0,675,675,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
47,7/12/17 11:41,11:41:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,120,0,690,690,,,,,465,0,690,690,465,0,690,690,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
48,7/12/17 11:41,11:41:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,135,0,705,705,,,,,480,0,705,705,480,0,705,705,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
49,7/12/17 11:42,11:42:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,150,0,720,720,,,,,495,0,720,720,495,0,720,720,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
50,7/12/17 11:42,11:42:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,165,0,735,735,,,,,510,0,735,735,510,0,735,735,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
51,7/12/17 11:42,11:42:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,180,0,750,750,,,,,525,0,750,750,525,0,750,750,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
52,7/12/17 11:42,11:42:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,195,0,765,765,,,,,540,0,765,765,540,0,765,765,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
53,7/12/17 11:43,11:43:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,210,0,780,780,,,,,555,0,780,780,555,0,780,780,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
54,7/12/17 11:43,11:43:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,225,0,795,795,,,,,570,0,795,795,570,0,795,795,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
55,7/12/17 11:43,11:43:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,240,0,810,810,,,,,585,0,810,810,585,0,810,810,526,620,1357,1592,234,620,1067,1389,,,,,,,,,,,,,,,,,
56,7/12/17 11:43,11:43:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,255,0,825,825,,,,,600,0,825,825,600,0,825,825,526,620,1357,1592,234,620,1067,1389,,,,,,,,,,,,,,,,,
57,7/12/17 11:44,11:44:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,270,0,840,840,,,,,615,0,840,840,615,0,840,840,526,620,1357,1592,234,620,1067,1389,,,,,,,,,,,,,,,,,
58,7/12/17 11:44,11:44:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,285,0,855,855,,,,,630,0,855,855,630,0,855,855,526,620,1357,1592,234,620,1067,1389,,,,,,,,,,,,,,,,,
59,7/12/17 11:44,11:44:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,300,0,870,870,,,,,645,0,870,870,645,0,870,870,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
60,7/12/17 11:44,11:44:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,315,0,885,885,,,,,660,0,885,885,660,0,885,885,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
61,7/12/17 11:45,11:45:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,330,0,900,900,,,,,675,0,900,900,675,0,900,900,526,620,1357,1592,235,620,1067,1389,,,,,,,,,,,,,,,,,
62,7/12/17 11:45,11:45:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,345,0,915,915,,,,,690,0,915,915,690,0,915,915,526,620,1357,1593,232,620,1067,1389,,,,,,,,,,,,,,,,,
63,7/12/17 11:45,11:45:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,360,0,930,930,,,,,705,0,930,930,705,0,930,930,526,620,1357,1593,232,620,1067,1389,,,,,,,,,,,,,,,,,
64,7/12/17 11:45,11:45:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,375,0,945,945,,,,,720,0,945,945,720,0,945,945,526,620,1357,1593,232,620,1067,1389,,,,,,,,,,,,,,,,,
65,7/12/17 11:46,11:46:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,390,0,960,960,,,,,735,0,960,960,735,0,960,960,526,620,1357,1593,232,620,1067,1389,,,,,,,,,,,,,,,,,
66,7/12/17 11:46,11:46:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,405,0,975,975,,,,,750,0,975,975,750,0,975,975,526,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
67,7/12/17 11:46,11:46:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,420,0,990,990,,,,,765,0,990,990,765,0,990,990,526,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
68,7/12/17 11:46,11:46:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,435,0,1005,1005,,,,,780,0,1005,1005,780,0,1005,1005,526,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
69,7/12/17 11:47,11:47:00,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,450,0,1020,1020,,,,,795,0,1020,1020,795,0,1020,1020,526,620,1357,1593,232,620,1067,1389,,,,,,,,,,,,,,,,,
70,7/12/17 11:47,11:47:15,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,465,0,1035,1035,,,,,810,0,1035,1035,810,0,1035,1035,526,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
71,7/12/17 11:47,11:47:30,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,480,0,1050,1050,,,,,825,0,1050,1050,825,0,1050,1050,526,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
72,7/12/17 11:47,11:47:45,0,0,0,0,0,0,0,0,75.26%,0.00%,73.64%,87.69%,59.15%,40.85%,2.37,1.63,3,1,0,4,78.86%,21.14%,0.00%,78.86%,495,0,1065,1065,,,,,840,0,1065,1065,840,0,1065,1065,526,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
73,7/12/17 11:48,11:48:00,0,0,0,0,0,0,0,0,73.95%,0.00%,73.64%,87.69%,58.82%,41.18%,2.35,1.65,3,1,0,4,78.43%,21.57%,0.00%,78.43%,510,0,1080,1080,,,,,855,0,1080,1080,855,0,1080,1080,521,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
74,7/12/17 11:48,11:48:15,0,0,0,0,0,0,0,0,73.95%,0.00%,73.64%,87.69%,58.82%,41.18%,2.35,1.65,3,1,0,4,78.43%,21.57%,0.00%,78.43%,525,0,1095,1095,,,,,870,0,1095,1095,870,0,1095,1095,521,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
75,7/12/17 11:48,11:48:30,0,0,0,0,0,0,0,0,73.95%,0.00%,73.64%,87.69%,58.82%,41.18%,2.35,1.65,3,1,0,4,78.43%,21.57%,0.00%,78.43%,540,0,1110,1110,,,,,885,0,1110,1110,885,0,1110,1110,521,620,1357,1593,234,620,1067,1389,,,,,,,,,,,,,,,,,
76,7/12/17 11:48,11:48:45,0,0,0,0,1,0,0,0,0.00%,0.00%,73.64%,87.69%,40.33%,59.67%,1.61,2.39,2,1,0,4,80.66%,19.34%,0.00%,80.66%,0,0,1125,1125,540,,,,885,0,1125,1125,885,0,1125,1125,240,620,1357,1593,240,620,1067,1389,,,,,,,,,,,,,,,,,
