frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
86,7/10/17 12:36,12:36:15,0,0,0,0,0,0,0,0,0.00%,80.85%,93.50%,87.50%,65.46%,34.54%,2.62,1.38,3,1,0,4,87.28%,12.72%,0.00%,87.28%,0,1275,1275,1275,,,,,1125,1275,1275,1275,1125,1275,1275,1275,500,971,1184,1325,500,781,993,1189
87,7/10/17 12:36,12:36:30,0,0,0,0,0,0,0,0,0.00%,80.85%,93.50%,87.50%,65.46%,34.54%,2.62,1.38,3,1,0,4,87.28%,12.72%,0.00%,87.28%,0,1290,1290,1290,,,,,1125,1290,1290,1290,1125,1290,1290,1290,500,971,1184,1325,500,781,993,1189
88,7/10/17 12:36,12:36:45,0,0,0,0,0,0,0,0,0.00%,80.85%,93.50%,87.50%,65.46%,34.54%,2.62,1.38,3,1,0,4,87.28%,12.72%,0.00%,87.28%,0,1305,1305,1305,,,,,1125,1305,1305,1305,1125,1305,1305,1305,500,971,1184,1325,500,781,993,1189
89,7/10/17 12:37,12:37:00,0,0,0,0,0,0,0,0,0.00%,80.85%,93.50%,87.50%,65.46%,34.54%,2.62,1.38,3,1,0,4,87.28%,12.72%,0.00%,87.28%,0,1320,1320,1320,,,,,1125,1320,1320,1320,1125,1320,1320,1320,500,971,1184,1325,500,781,993,1189
90,7/10/17 12:37,12:37:15,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,85.00%,60.21%,39.79%,2.41,1.59,3,1,0,4,80.28%,19.72%,0.00%,80.28%,0,1335,1335,1335,,,,,1125,1335,1335,1335,1125,1335,1335,1335,500,971,1145,1325,500,781,995,1189
91,7/10/17 12:37,12:37:30,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,85.00%,60.21%,39.79%,2.41,1.59,3,1,0,4,80.28%,19.72%,0.00%,80.28%,0,1350,1350,1350,,,,,1125,1350,1350,1350,1125,1350,1350,1350,500,971,1145,1325,500,781,995,1189
92,7/10/17 12:37,12:37:45,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,85.00%,60.21%,39.79%,2.41,1.59,3,1,0,4,80.28%,19.72%,0.00%,80.28%,0,1365,1365,1365,,,,,1125,1365,1365,1365,1125,1365,1365,1365,500,971,1145,1325,500,781,995,1189
93,7/10/17 12:38,12:38:00,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,85.00%,60.21%,39.79%,2.41,1.59,3,1,0,4,80.28%,19.72%,0.00%,80.28%,0,1380,1380,1380,,,,,1125,1380,1380,1380,1125,1380,1380,1380,500,971,1145,1325,500,781,995,1189
94,7/10/17 12:38,12:38:15,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,85.00%,60.21%,39.79%,2.41,1.59,3,1,0,4,80.28%,19.72%,0.00%,80.28%,0,1395,1395,1395,,,,,1125,1395,1395,1395,1125,1395,1395,1395,500,971,1145,1325,500,781,995,1189
95,7/10/17 12:38,12:38:30,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,85.00%,60.21%,39.79%,2.41,1.59,3,1,0,4,80.28%,19.72%,0.00%,80.28%,0,1410,1410,1410,,,,,1125,1410,1410,1410,1125,1410,1410,1410,500,971,1145,1325,500,781,995,1189
96,7/10/17 12:38,12:38:45,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,85.00%,60.21%,39.79%,2.41,1.59,3,1,0,4,80.28%,19.72%,0.00%,80.28%,0,1425,1425,1425,,,,,1125,1425,1425,1425,1125,1425,1425,1425,500,971,1145,1325,500,781,995,1189
97,7/10/17 12:39,12:39:00,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,84.38%,60.06%,39.94%,2.4,1.6,3,1,0,4,80.08%,19.92%,0.00%,80.08%,0,1440,1440,1440,,,,,1125,1440,1440,1440,1125,1440,1440,1440,500,971,1145,1325,500,781,995,1190
98,7/10/17 12:39,12:39:15,0,0,0,0,0,0,0,0,0.00%,80.85%,75.00%,84.38%,60.06%,39.94%,2.4,1.6,3,1,0,4,80.08%,19.92%,0.00%,80.08%,0,1455,1455,1455,,,,,1125,1455,1455,1455,1125,1455,1455,1455,500,971,1145,1325,500,781,995,1190
99,7/10/17 12:39,12:39:30,0,0,0,0,0,0,0,0,0.00%,80.85%,79.00%,84.38%,61.06%,38.94%,2.44,1.56,3,1,0,4,81.41%,18.59%,0.00%,81.41%,0,1470,1470,1470,,,,,1125,1470,1470,1470,1125,1470,1470,1470,500,971,1170,1325,500,781,1012,1190
100,7/10/17 12:39,12:39:45,0,0,0,0,0,0,0,0,0.00%,80.85%,79.00%,84.38%,61.06%,38.94%,2.44,1.56,3,1,0,4,81.41%,18.59%,0.00%,81.41%,0,1485,1485,1485,,,,,1125,1485,1485,1485,1125,1485,1485,1485,500,971,1170,1325,500,781,1012,1190
101,7/10/17 12:40,12:40:00,0,0,0,0,0,0,0,0,0.00%,80.85%,76.00%,84.38%,60.31%,39.69%,2.41,1.59,3,1,0,4,80.41%,19.59%,0.00%,80.41%,0,1500,1500,1500,,,,,1125,1500,1500,1500,1125,1500,1500,1500,500,971,1164,1325,500,781,1012,1190
102,7/10/17 12:40,12:40:15,0,0,0,0,0,0,0,0,0.00%,80.85%,76.00%,84.38%,60.31%,39.69%,2.41,1.59,3,1,0,4,80.41%,19.59%,0.00%,80.41%,0,1515,1515,1515,,,,,1125,1515,1515,1515,1125,1515,1515,1515,500,971,1164,1325,500,781,1012,1190
103,7/10/17 12:40,12:40:30,0,0,0,0,0,0,1,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1530,0,1530,,,1515,,1125,1530,1515,1530,1125,1530,1515,1530,500,971,980,1325,500,781,980,1190
104,7/10/17 12:40,12:40:45,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1545,0,1545,,,,,1125,1545,1515,1545,1125,1545,1515,1545,500,971,980,1325,500,781,980,1190
105,7/10/17 12:41,12:41:00,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1560,0,1560,,,,,1125,1560,1515,1560,1125,1560,1515,1560,500,971,980,1325,500,781,980,1190
106,7/10/17 12:41,12:41:15,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1575,0,1575,,,,,1125,1575,1515,1575,1125,1575,1515,1575,500,971,980,1325,500,781,980,1190
107,7/10/17 12:41,12:41:30,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1590,0,1590,,,,,1125,1590,1515,1590,1125,1590,1515,1590,500,971,980,1325,500,781,980,1190
108,7/10/17 12:41,12:41:45,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1605,0,1605,,,,,1125,1605,1515,1605,1125,1605,1515,1605,500,971,980,1325,500,781,980,1190
109,7/10/17 12:42,12:42:00,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1620,0,1620,,,,,1125,1620,1515,1620,1125,1620,1515,1620,500,971,980,1325,500,781,980,1190
110,7/10/17 12:42,12:42:15,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1635,0,1635,,,,,1125,1635,1515,1635,1125,1635,1515,1635,500,971,980,1325,500,781,980,1190
111,7/10/17 12:42,12:42:30,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1650,0,1650,,,,,1125,1650,1515,1650,1125,1650,1515,1650,500,971,980,1325,500,781,980,1190
112,7/10/17 12:42,12:42:45,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1665,0,1665,,,,,1125,1665,1515,1665,1125,1665,1515,1665,500,971,980,1325,500,781,980,1190
113,7/10/17 12:43,12:43:00,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1680,0,1680,,,,,1125,1680,1515,1680,1125,1680,1515,1680,500,971,980,1325,500,781,980,1190
114,7/10/17 12:43,12:43:15,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1695,0,1695,,,,,1125,1695,1515,1695,1125,1695,1515,1695,500,971,980,1325,500,781,980,1190
115,7/10/17 12:43,12:43:30,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1710,0,1710,,,,,1125,1710,1515,1710,1125,1710,1515,1710,500,971,980,1325,500,781,980,1190
116,7/10/17 12:43,12:43:45,0,0,0,0,0,0,0,0,0.00%,80.85%,0.00%,84.38%,41.31%,58.69%,1.65,2.35,2,1,0,4,82.61%,17.39%,0.00%,82.61%,0,1725,0,1725,,,,,1125,1725,1515,1725,1125,1725,1515,1725,500,971,980,1325,500,781,980,1190
117,7/10/17 12:44,12:44:00,1,0,0,0,0,0,0,0,100.00%,96.17%,0.00%,84.38%,70.14%,29.86%,2.81,1.19,3,1,0,5,93.52%,6.48%,0.00%,93.52%,15,1740,0,1740,,,,,1140,1740,1515,1740,1140,1740,1515,1740,781,971,980,1325,396,781,980,1190
118,7/10/17 12:44,12:44:15,0,0,0,0,0,0,0,0,100.00%,96.17%,0.00%,84.38%,70.14%,29.86%,2.81,1.19,3,1,0,5,93.52%,6.48%,0.00%,93.52%,30,1755,0,1755,,,,,1155,1755,1515,1755,1155,1755,1515,1755,781,971,980,1325,396,781,980,1190
119,7/10/17 12:44,12:44:30,0,0,0,0,0,0,0,0,100.00%,96.17%,0.00%,84.38%,70.14%,29.86%,2.81,1.19,3,1,0,5,93.52%,6.48%,0.00%,93.52%,45,1770,0,1770,,,,,1170,1770,1515,1770,1170,1770,1515,1770,781,971,980,1325,396,781,980,1190
120,7/10/17 12:44,12:44:45,0,0,0,0,0,0,0,0,100.00%,96.17%,0.00%,84.38%,70.14%,29.86%,2.81,1.19,3,1,0,5,93.52%,6.48%,0.00%,93.52%,60,1785,0,1785,,,,,1185,1785,1515,1785,1185,1785,1515,1785,781,971,980,1325,396,781,980,1190
121,7/10/17 12:45,12:45:00,0,0,0,0,0,0,0,0,100.00%,96.17%,0.00%,84.38%,70.14%,29.86%,2.81,1.19,3,1,0,5,93.52%,6.48%,0.00%,93.52%,75,1800,0,1800,,,,,1200,1800,1515,1800,1200,1800,1515,1800,781,971,980,1325,396,781,980,1190
122,7/10/17 12:45,12:45:15,0,0,0,0,0,0,0,0,100.00%,96.17%,0.00%,84.38%,70.14%,29.86%,2.81,1.19,3,1,0,5,93.52%,6.48%,0.00%,93.52%,90,1815,0,1815,,,,,1215,1815,1515,1815,1215,1815,1515,1815,781,971,980,1325,396,781,980,1190
123,7/10/17 12:45,12:45:30,0,0,1,0,0,0,0,0,100.00%,96.17%,76.50%,84.38%,89.26%,10.74%,3.57,0.43,4,1,1,6,89.26%,10.74%,89.26%,89.26%,105,1830,15,1830,,,,,1230,1830,1530,1830,1230,1830,1530,1830,781,971,1171,1325,396,781,1018,1190
124,7/10/17 12:45,12:45:45,0,0,0,0,0,0,0,0,100.00%,96.17%,76.50%,84.38%,89.26%,10.74%,3.57,0.43,4,1,1,6,89.26%,10.74%,89.26%,89.26%,120,1845,30,1845,,,,,1245,1845,1545,1845,1245,1845,1545,1845,781,971,1171,1325,396,781,1018,1190
125,7/10/17 12:46,12:46:00,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,135,1860,45,1860,,,,,1260,1860,1560,1860,1260,1860,1560,1860,729,971,1171,1325,393,781,1018,1190
126,7/10/17 12:46,12:46:15,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,150,1875,60,1875,,,,,1275,1875,1575,1875,1275,1875,1575,1875,729,971,1171,1325,393,781,1018,1190
127,7/10/17 12:46,12:46:30,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,165,1890,75,1890,,,,,1290,1890,1590,1890,1290,1890,1590,1890,729,971,1171,1325,393,781,1018,1190
128,7/10/17 12:46,12:46:45,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,180,1905,90,1905,,,,,1305,1905,1605,1905,1305,1905,1605,1905,729,971,1171,1325,393,781,1018,1190
129,7/10/17 12:47,12:47:00,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,195,1920,105,1920,,,,,1320,1920,1620,1920,1320,1920,1620,1920,729,971,1171,1325,393,781,1018,1190
130,7/10/17 12:47,12:47:15,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,210,1935,120,1935,,,,,1335,1935,1635,1935,1335,1935,1635,1935,729,971,1171,1325,393,781,1018,1190
131,7/10/17 12:47,12:47:30,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,225,1950,135,1950,,,,,1350,1950,1650,1950,1350,1950,1650,1950,729,971,1171,1325,393,781,1018,1190
132,7/10/17 12:47,12:47:45,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,240,1965,150,1965,,,,,1365,1965,1665,1965,1365,1965,1665,1965,729,971,1171,1325,393,781,1018,1190
133,7/10/17 12:48,12:48:00,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,255,1980,165,1980,,,,,1380,1980,1680,1980,1380,1980,1680,1980,729,971,1171,1325,393,781,1018,1190
134,7/10/17 12:48,12:48:15,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,270,1995,180,1995,,,,,1395,1995,1695,1995,1395,1995,1695,1995,729,971,1171,1325,393,781,1018,1190
135,7/10/17 12:48,12:48:30,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,285,2010,195,2010,,,,,1410,2010,1710,2010,1410,2010,1710,2010,729,971,1171,1325,393,781,1018,1190
136,7/10/17 12:48,12:48:45,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,300,2025,210,2025,,,,,1425,2025,1725,2025,1425,2025,1725,2025,729,971,1171,1325,393,781,1018,1190
137,7/10/17 12:49,12:49:00,0,0,0,0,0,0,0,0,93.47%,80.85%,76.50%,84.38%,83.80%,16.20%,3.35,0.65,4,1,1,6,83.80%,16.20%,83.80%,83.80%,315,2040,225,2040,,,,,1440,2040,1740,2040,1440,2040,1740,2040,729,971,1171,1325,393,781,1018,1190
138,7/10/17 12:49,12:49:15,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,330,2055,240,2055,,,,,1455,2055,1755,2055,1455,2055,1755,2055,729,971,1170,1325,393,781,1010,1190
139,7/10/17 12:49,12:49:30,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,345,2070,255,2070,,,,,1470,2070,1770,2070,1470,2070,1770,2070,729,971,1170,1325,393,781,1010,1190
140,7/10/17 12:49,12:49:45,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,360,2085,270,2085,,,,,1485,2085,1785,2085,1485,2085,1785,2085,729,971,1170,1325,393,781,1010,1190
141,7/10/17 12:50,12:50:00,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,375,2100,285,2100,,,,,1500,2100,1800,2100,1500,2100,1800,2100,729,971,1170,1325,393,781,1010,1190
142,7/10/17 12:50,12:50:15,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,390,2115,300,2115,,,,,1515,2115,1815,2115,1515,2115,1815,2115,729,971,1170,1325,393,781,1010,1190
143,7/10/17 12:50,12:50:30,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,405,2130,315,2130,,,,,1530,2130,1830,2130,1530,2130,1830,2130,729,971,1170,1325,393,781,1010,1190
144,7/10/17 12:50,12:50:45,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,420,2145,330,2145,,,,,1545,2145,1845,2145,1545,2145,1845,2145,729,971,1170,1325,393,781,1010,1190
145,7/10/17 12:51,12:51:00,0,0,0,0,0,0,0,0,93.47%,80.85%,79.00%,84.38%,84.42%,15.58%,3.38,0.62,4,1,1,6,84.42%,15.58%,84.42%,84.42%,435,2160,345,2160,,,,,1560,2160,1860,2160,1560,2160,1860,2160,729,971,1168,1325,393,781,1010,1190
146,7/10/17 12:51,12:51:15,0,0,0,0,0,0,0,0,93.47%,80.85%,80.00%,84.38%,84.67%,15.33%,3.39,0.61,4,1,1,6,84.67%,15.33%,84.67%,84.67%,450,2175,360,2175,,,,,1575,2175,1875,2175,1575,2175,1875,2175,729,971,1170,1325,393,781,1010,1190
147,7/10/17 12:51,12:51:30,0,0,0,0,0,0,0,0,93.47%,80.85%,79.00%,83.13%,84.11%,15.89%,3.36,0.64,4,1,1,6,84.11%,15.89%,84.11%,84.11%,465,2190,375,2190,,,,,1590,2190,1890,2190,1590,2190,1890,2190,729,971,1168,1325,393,781,1010,1192
148,7/10/17 12:51,12:51:45,0,0,0,0,1,0,0,0,0.00%,80.85%,79.00%,83.13%,60.74%,39.26%,2.43,1.57,3,1,0,6,80.99%,19.01%,0.00%,80.99%,0,2205,390,2205,465,,,,1590,2205,1905,2205,1590,2205,1905,2205,500,971,1168,1325,500,781,1010,1192
149,7/10/17 12:52,12:52:00,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2220,405,2220,,,,,1590,2220,1920,2220,1590,2220,1920,2220,500,971,1170,1325,500,781,1010,1192
150,7/10/17 12:52,12:52:15,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2235,420,2235,,,,,1590,2235,1935,2235,1590,2235,1935,2235,500,971,1170,1325,500,781,1010,1192
151,7/10/17 12:52,12:52:30,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2250,435,2250,,,,,1590,2250,1950,2250,1590,2250,1950,2250,500,971,1170,1325,500,781,1010,1192
152,7/10/17 12:52,12:52:45,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2265,450,2265,,,,,1590,2265,1965,2265,1590,2265,1965,2265,500,971,1170,1325,500,781,1010,1192
153,7/10/17 12:53,12:53:00,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2280,465,2280,,,,,1590,2280,1980,2280,1590,2280,1980,2280,500,971,1170,1325,500,781,1010,1192
154,7/10/17 12:53,12:53:15,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2295,480,2295,,,,,1590,2295,1995,2295,1590,2295,1995,2295,500,971,1170,1325,500,781,1010,1192
155,7/10/17 12:53,12:53:30,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2310,495,2310,,,,,1590,2310,2010,2310,1590,2310,2010,2310,500,971,1170,1325,500,781,1010,1192
156,7/10/17 12:53,12:53:45,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2325,510,2325,,,,,1590,2325,2025,2325,1590,2325,2025,2325,500,971,1170,1325,500,781,1010,1192
157,7/10/17 12:54,12:54:00,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2340,525,2340,,,,,1590,2340,2040,2340,1590,2340,2040,2340,500,971,1170,1325,500,781,1010,1192
158,7/10/17 12:54,12:54:15,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2355,540,2355,,,,,1590,2355,2055,2355,1590,2355,2055,2355,500,971,1170,1325,500,781,1010,1192
159,7/10/17 12:54,12:54:30,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2370,555,2370,,,,,1590,2370,2070,2370,1590,2370,2070,2370,500,971,1170,1325,500,781,1010,1192
160,7/10/17 12:54,12:54:45,0,0,0,0,0,0,0,0,0.00%,80.85%,80.00%,83.13%,60.99%,39.01%,2.44,1.56,3,1,0,6,81.33%,18.67%,0.00%,81.33%,0,2385,570,2385,,,,,1590,2385,2085,2385,1590,2385,2085,2385,500,971,1170,1325,500,781,1010,1192
161,7/10/17 12:55,12:55:00,0,0,0,0,0,0,0,0,0.00%,80.85%,79.00%,83.13%,60.74%,39.26%,2.43,1.57,3,1,0,6,80.99%,19.01%,0.00%,80.99%,0,2400,585,2400,,,,,1590,2400,2100,2400,1590,2400,2100,2400,500,971,1168,1325,500,781,1010,1192
162,7/10/17 12:55,12:55:15,0,0,0,0,0,0,0,0,0.00%,80.85%,79.00%,83.13%,60.74%,39.26%,2.43,1.57,3,1,0,6,80.99%,19.01%,0.00%,80.99%,0,2415,600,2415,,,,,1590,2415,2115,2415,1590,2415,2115,2415,500,971,1168,1325,500,781,1010,1192
163,7/10/17 12:55,12:55:30,0,0,0,0,0,0,0,0,0.00%,81.70%,79.00%,83.13%,60.96%,39.04%,2.44,1.56,3,1,0,6,81.28%,18.72%,0.00%,81.28%,0,2430,615,2430,,,,,1590,2430,2130,2430,1590,2430,2130,2430,500,973,1168,1325,500,781,1010,1192
164,7/10/17 12:55,12:55:45,0,0,0,0,0,0,0,0,0.00%,81.70%,79.00%,83.13%,60.96%,39.04%,2.44,1.56,3,1,0,6,81.28%,18.72%,0.00%,81.28%,0,2445,630,2445,,,,,1590,2445,2145,2445,1590,2445,2145,2445,500,973,1168,1325,500,781,1010,1192
165,7/10/17 12:56,12:56:00,0,0,0,0,0,0,0,0,0.00%,81.70%,79.00%,83.13%,60.96%,39.04%,2.44,1.56,3,1,0,6,81.28%,18.72%,0.00%,81.28%,0,2460,645,2460,,,,,1590,2460,2160,2460,1590,2460,2160,2460,500,973,1168,1325,500,781,1010,1192
166,7/10/17 12:56,12:56:15,0,0,0,0,0,0,0,0,0.00%,81.70%,79.00%,83.13%,60.96%,39.04%,2.44,1.56,3,1,0,6,81.28%,18.72%,0.00%,81.28%,0,2475,660,2475,,,,,1590,2475,2175,2475,1590,2475,2175,2475,500,973,1168,1325,500,781,1010,1192
167,7/10/17 12:56,12:56:30,0,0,0,0,0,0,0,0,0.00%,81.70%,79.00%,83.13%,60.96%,39.04%,2.44,1.56,3,1,0,6,81.28%,18.72%,0.00%,81.28%,0,2490,675,2490,,,,,1590,2490,2190,2490,1590,2490,2190,2490,500,973,1168,1325,500,781,1010,1192
168,7/10/17 12:56,12:56:45,0,0,0,0,0,0,0,0,0.00%,81.70%,79.00%,83.13%,60.96%,39.04%,2.44,1.56,3,1,0,6,81.28%,18.72%,0.00%,81.28%,0,2505,690,2505,,,,,1590,2505,2205,2505,1590,2505,2205,2505,500,973,1168,1325,500,781,1010,1192
169,7/10/17 12:57,12:57:00,0,0,0,0,0,0,0,0,0.00%,81.70%,79.00%,83.13%,60.96%,39.04%,2.44,1.56,3,1,0,6,81.28%,18.72%,0.00%,81.28%,0,2520,705,2520,,,,,1590,2520,2220,2520,1590,2520,2220,2520,500,973,1168,1325,500,781,1010,1192
