frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3,,,,,,,,,,,,,,,,,
53,7/10/17 12:28,12:28:00,0,0,0,0,0,0,0,0,68.68%,87.22%,83.33%,83.46%,80.68%,19.32%,3.23,0.77,4,1,1,4,80.68%,19.32%,80.68%,80.68%,780,780,780,780,,,,,780,780,780,780,780,780,780,780,484,934,1282,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
54,7/10/17 12:28,12:28:15,0,0,0,0,0,0,0,0,68.68%,87.22%,83.33%,83.46%,80.68%,19.32%,3.23,0.77,4,1,1,4,80.68%,19.32%,80.68%,80.68%,795,795,795,795,,,,,795,795,795,795,795,795,795,795,484,934,1282,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
55,7/10/17 12:28,12:28:30,0,0,0,0,0,0,0,0,68.68%,87.22%,83.33%,83.46%,80.68%,19.32%,3.23,0.77,4,1,1,4,80.68%,19.32%,80.68%,80.68%,810,810,810,810,,,,,810,810,810,810,810,810,810,810,484,934,1282,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
56,7/10/17 12:28,12:28:45,0,0,0,0,0,0,0,0,68.68%,87.22%,83.03%,83.46%,80.60%,19.40%,3.22,0.78,4,1,1,4,80.60%,19.40%,80.60%,80.60%,825,825,825,825,,,,,825,825,825,825,825,825,825,825,484,934,1281,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
57,7/10/17 12:29,12:29:00,0,0,0,0,0,0,0,0,68.68%,87.22%,83.33%,83.46%,80.68%,19.32%,3.23,0.77,4,1,1,4,80.68%,19.32%,80.68%,80.68%,840,840,840,840,,,,,840,840,840,840,840,840,840,840,484,934,1282,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
58,7/10/17 12:29,12:29:15,0,0,0,0,0,0,0,0,68.68%,87.22%,83.33%,83.46%,80.68%,19.32%,3.23,0.77,4,1,1,4,80.68%,19.32%,80.68%,80.68%,855,855,855,855,,,,,855,855,855,855,855,855,855,855,484,934,1282,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
59,7/10/17 12:29,12:29:30,0,0,0,0,0,0,0,0,68.68%,87.22%,83.33%,83.46%,80.68%,19.32%,3.23,0.77,4,1,1,4,80.68%,19.32%,80.68%,80.68%,870,870,870,870,,,,,870,870,870,870,870,870,870,870,484,934,1282,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
60,7/10/17 12:29,12:29:45,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,885,885,885,885,,,,,885,885,885,885,885,885,885,885,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
61,7/10/17 12:30,12:30:00,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,900,900,900,900,,,,,900,900,900,900,900,900,900,900,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
62,7/10/17 12:30,12:30:15,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,915,915,915,915,,,,,915,915,915,915,915,915,915,915,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
63,7/10/17 12:30,12:30:30,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,930,930,930,930,,,,,930,930,930,930,930,930,930,930,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
64,7/10/17 12:30,12:30:45,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,945,945,945,945,,,,,945,945,945,945,945,945,945,945,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
65,7/10/17 12:31,12:31:00,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,960,960,960,960,,,,,960,960,960,960,960,960,960,960,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
66,7/10/17 12:31,12:31:15,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,975,975,975,975,,,,,975,975,975,975,975,975,975,975,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
67,7/10/17 12:31,12:31:30,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,990,990,990,990,,,,,990,990,990,990,990,990,990,990,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
68,7/10/17 12:31,12:31:45,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1005,1005,1005,1005,,,,,1005,1005,1005,1005,1005,1005,1005,1005,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
69,7/10/17 12:32,12:32:00,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1020,1020,1020,1020,,,,,1020,1020,1020,1020,1020,1020,1020,1020,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
70,7/10/17 12:32,12:32:15,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1035,1035,1035,1035,,,,,1035,1035,1035,1035,1035,1035,1035,1035,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
71,7/10/17 12:32,12:32:30,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1050,1050,1050,1050,,,,,1050,1050,1050,1050,1050,1050,1050,1050,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
72,7/10/17 12:32,12:32:45,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1065,1065,1065,1065,,,,,1065,1065,1065,1065,1065,1065,1065,1065,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
73,7/10/17 12:33,12:33:00,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1080,1080,1080,1080,,,,,1080,1080,1080,1080,1080,1080,1080,1080,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
74,7/10/17 12:33,12:33:15,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1095,1095,1095,1095,,,,,1095,1095,1095,1095,1095,1095,1095,1095,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
75,7/10/17 12:33,12:33:30,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1110,1110,1110,1110,,,,,1110,1110,1110,1110,1110,1110,1110,1110,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
76,7/10/17 12:33,12:33:45,0,0,0,0,0,0,0,0,68.68%,87.22%,82.42%,83.46%,80.45%,19.55%,3.22,0.78,4,1,1,4,80.45%,19.55%,80.45%,80.45%,1125,1125,1125,1125,,,,,1125,1125,1125,1125,1125,1125,1125,1125,484,934,1279,1565,193,603,1007,1348,,,,,,,,,,,,,,,,,
