frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3,,,,,,,,,,,,,,,,,
17,7/14/17 10:16,10:16:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,240,240,165,240,,,,,240,240,165,240,240,240,165,240,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
18,7/14/17 10:16,10:16:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,255,255,180,255,,,,,255,255,180,255,255,255,180,255,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
19,7/14/17 10:17,10:17:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,270,270,195,270,,,,,270,270,195,270,270,270,195,270,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
20,7/14/17 10:17,10:17:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,285,285,210,285,,,,,285,285,210,285,285,285,210,285,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
21,7/14/17 10:17,10:17:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,300,300,225,300,,,,,300,300,225,300,300,300,225,300,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
22,7/14/17 10:17,10:17:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,315,315,240,315,,,,,315,315,240,315,315,315,240,315,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
23,7/14/17 10:18,10:18:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,330,330,255,330,,,,,330,330,255,330,330,330,255,330,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
24,7/14/17 10:18,10:18:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,345,345,270,345,,,,,345,345,270,345,345,345,270,345,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
25,7/14/17 10:18,10:18:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,360,360,285,360,,,,,360,360,285,360,360,360,285,360,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
26,7/14/17 10:18,10:18:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,74.69%,88.41%,11.59%,3.54,0.46,4,1,1,4,88.41%,11.59%,88.41%,88.41%,375,375,300,375,,,,,375,375,300,375,375,375,300,375,501,921,1289,1492,131,500,992,1287,,,,,,,,,,,,,,,,,
27,7/14/17 10:19,10:19:00,0,0,0,0,0,0,0,1,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,390,390,315,390,,,,,390,390,315,390,390,390,315,390,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
28,7/14/17 10:19,10:19:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,405,405,330,405,,,,,405,405,330,405,405,405,330,405,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
29,7/14/17 10:19,10:19:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,420,420,345,420,,,,,420,420,345,420,420,420,345,420,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
30,7/14/17 10:19,10:19:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,435,435,360,435,,,,,435,435,360,435,435,435,360,435,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
31,7/14/17 10:20,10:20:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,450,450,375,450,,,,,450,450,375,450,450,450,375,450,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
32,7/14/17 10:20,10:20:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,465,465,390,465,,,,,465,465,390,465,465,465,390,465,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
33,7/14/17 10:20,10:20:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,480,480,405,480,,,,,480,480,405,480,480,480,405,480,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
34,7/14/17 10:20,10:20:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,495,495,420,495,,,,,495,495,420,495,495,495,420,495,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
35,7/14/17 10:21,10:21:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,510,510,435,510,,,,,510,510,435,510,510,510,435,510,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
36,7/14/17 10:21,10:21:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,525,525,450,525,,,,,525,525,450,525,525,525,450,525,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
37,7/14/17 10:21,10:21:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,540,540,465,540,,,,,540,540,465,540,540,540,465,540,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
38,7/14/17 10:21,10:21:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,555,555,480,555,,,,,555,555,480,555,555,555,480,555,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
39,7/14/17 10:22,10:22:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,570,570,495,570,,,,,570,570,495,570,570,570,495,570,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
40,7/14/17 10:22,10:22:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,585,585,510,585,,,,,585,585,510,585,585,585,510,585,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
41,7/14/17 10:22,10:22:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,600,600,525,600,,,,,600,600,525,600,600,600,525,600,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
42,7/14/17 10:22,10:22:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,615,615,540,615,,,,,615,615,540,615,615,615,540,615,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
43,7/14/17 10:23,10:23:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,630,630,555,630,,,,,630,630,555,630,630,630,555,630,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
44,7/14/17 10:23,10:23:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,645,645,570,645,,,,,645,645,570,645,645,645,570,645,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
45,7/14/17 10:23,10:23:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,660,660,585,660,,,,,660,660,585,660,660,660,585,660,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
46,7/14/17 10:23,10:23:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,675,675,600,675,,,,,675,675,600,675,675,675,600,675,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
47,7/14/17 10:24,10:24:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,690,690,615,690,,,,,690,690,615,690,690,690,615,690,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
48,7/14/17 10:24,10:24:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,705,705,630,705,,,,,705,705,630,705,705,705,630,705,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
49,7/14/17 10:24,10:24:30,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,720,720,645,720,,,,,720,720,645,720,720,720,645,720,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
50,7/14/17 10:24,10:24:45,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,735,735,660,735,,,,,735,735,660,735,735,735,660,735,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
51,7/14/17 10:25,10:25:00,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,750,750,675,750,,,,,750,750,675,750,750,750,675,750,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
52,7/14/17 10:25,10:25:15,0,0,0,0,0,0,0,0,100.29%,97.75%,80.92%,10.63%,72.40%,27.60%,2.90,1.10,4,1,1,4,72.40%,27.60%,72.40%,72.40%,765,765,690,765,,,,,765,765,690,765,765,765,690,765,501,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
53,7/14/17 10:25,10:25:30,0,0,0,0,0,0,0,0,100.00%,97.75%,80.92%,10.63%,72.32%,27.68%,2.89,1.11,4,1,1,4,72.32%,27.68%,72.32%,72.32%,780,780,705,780,,,,,780,780,705,780,780,780,705,780,500,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
54,7/14/17 10:25,10:25:45,0,0,0,0,0,0,0,0,100.00%,97.75%,80.92%,10.63%,72.32%,27.68%,2.89,1.11,4,1,1,4,72.32%,27.68%,72.32%,72.32%,795,795,720,795,,,,,795,795,720,795,795,795,720,795,500,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
55,7/14/17 10:26,10:26:00,0,0,0,0,0,0,0,0,100.00%,97.75%,80.92%,10.63%,72.32%,27.68%,2.89,1.11,4,1,1,4,72.32%,27.68%,72.32%,72.32%,810,810,735,810,,,,,810,810,735,810,810,810,735,810,500,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
56,7/14/17 10:26,10:26:15,0,0,0,0,0,0,0,0,100.00%,97.75%,80.92%,10.63%,72.32%,27.68%,2.89,1.11,4,1,1,4,72.32%,27.68%,72.32%,72.32%,825,825,750,825,,,,,825,825,750,825,825,825,750,825,500,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
57,7/14/17 10:26,10:26:30,0,0,0,0,0,0,0,0,100.00%,97.75%,80.92%,10.63%,72.32%,27.68%,2.89,1.11,4,1,1,4,72.32%,27.68%,72.32%,72.32%,840,840,765,840,,,,,840,840,765,840,840,840,765,840,500,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
58,7/14/17 10:26,10:26:45,0,0,0,0,0,0,0,0,100.00%,97.75%,80.92%,10.63%,72.32%,27.68%,2.89,1.11,4,1,1,4,72.32%,27.68%,72.32%,72.32%,855,855,780,855,,,,,855,855,780,855,855,855,780,855,500,921,1289,1255,126,500,992,1255,,,,,,,,,,,,,,,,,
59,7/14/17 10:27,10:27:00,0,0,0,0,0,0,0,0,100.00%,97.75%,84.31%,5.63%,71.92%,28.08%,2.88,1.12,4,1,1,4,71.92%,28.08%,71.92%,71.92%,870,870,795,870,,,,,870,870,795,870,870,870,795,870,500,921,1273,1255,126,500,981,1255,,,,,,,,,,,,,,,,,
60,7/14/17 10:27,10:27:15,0,0,0,0,0,0,0,0,100.00%,97.75%,58.46%,25.63%,70.46%,29.54%,2.82,1.18,4,1,1,4,70.46%,29.54%,70.46%,70.46%,885,885,810,885,,,,,885,885,810,885,885,885,810,885,500,921,1337,1255,126,500,1065,1255,,,,,,,,,,,,,,,,,
61,7/14/17 10:27,10:27:30,0,0,0,0,0,0,1,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,900,900,0,0,,,810,885,900,900,810,885,900,900,810,885,500,921,930,1255,126,500,930,1255,,,,,,,,,,,,,,,,,
62,7/14/17 10:27,10:27:45,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,915,915,0,0,,,,,915,915,810,885,915,915,810,885,500,921,930,1255,126,500,930,1255,,,,,,,,,,,,,,,,,
63,7/14/17 10:28,10:28:00,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,930,930,0,0,,,,,930,930,810,885,930,930,810,885,500,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
64,7/14/17 10:28,10:28:15,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,945,945,0,0,,,,,945,945,810,885,945,945,810,885,500,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
65,7/14/17 10:28,10:28:30,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,960,960,0,0,,,,,960,960,810,885,960,960,810,885,500,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
66,7/14/17 10:28,10:28:45,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,975,975,0,0,,,,,975,975,810,885,975,975,810,885,500,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
67,7/14/17 10:29,10:29:00,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,990,990,0,0,,,,,990,990,810,885,990,990,810,885,500,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
68,7/14/17 10:29,10:29:15,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,1005,1005,0,0,,,,,1005,1005,810,885,1005,1005,810,885,500,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
69,7/14/17 10:29,10:29:30,0,0,0,0,0,0,0,0,100.00%,97.75%,0.00%,0.00%,49.44%,50.56%,1.98,2.02,2,1,0,4,98.88%,1.13%,0.00%,98.88%,1020,1020,0,0,,,,,1020,1020,810,885,1020,1020,810,885,500,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
70,7/14/17 10:29,10:29:45,0,0,0,0,0,0,0,0,100.29%,97.75%,0.00%,0.00%,49.51%,50.49%,1.98,2.02,2,1,0,4,99.02%,0.98%,0.00%,99.02%,1035,1035,0,0,,,,,1035,1035,810,885,1035,1035,810,885,501,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
71,7/14/17 10:30,10:30:00,0,0,0,0,0,0,0,0,100.29%,97.75%,0.00%,0.00%,49.51%,50.49%,1.98,2.02,2,1,0,4,99.02%,0.98%,0.00%,99.02%,1050,1050,0,0,,,,,1050,1050,810,885,1050,1050,810,885,501,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
72,7/14/17 10:30,10:30:15,0,0,0,0,0,0,0,0,100.29%,97.75%,0.00%,0.00%,49.51%,50.49%,1.98,2.02,2,1,0,4,99.02%,0.98%,0.00%,99.02%,1065,1065,0,0,,,,,1065,1065,810,885,1065,1065,810,885,501,921,930,1255,131,500,930,1255,,,,,,,,,,,,,,,,,
73,7/14/17 10:30,10:30:30,0,0,0,0,0,0,0,0,100.29%,97.75%,0.00%,0.00%,49.51%,50.49%,1.98,2.02,2,1,0,4,99.02%,0.98%,0.00%,99.02%,1080,1080,0,0,,,,,1080,1080,810,885,1080,1080,810,885,501,921,930,1255,128,500,930,1255,,,,,,,,,,,,,,,,,
74,7/14/17 10:30,10:30:45,0,0,0,0,0,0,0,0,100.29%,97.75%,0.00%,0.00%,49.51%,50.49%,1.98,2.02,2,1,0,4,99.02%,0.98%,0.00%,99.02%,1095,1095,0,0,,,,,1095,1095,810,885,1095,1095,810,885,501,921,930,1255,128,500,930,1255,,,,,,,,,,,,,,,,,
75,7/14/17 10:31,10:31:00,0,0,0,0,0,0,0,0,100.29%,97.75%,0.00%,0.00%,49.51%,50.49%,1.98,2.02,2,1,0,4,99.02%,0.98%,0.00%,99.02%,1110,1110,0,0,,,,,1110,1110,810,885,1110,1110,810,885,501,921,930,1255,128,500,930,1255,,,,,,,,,,,,,,,,,
76,7/14/17 10:31,10:31:15,0,0,0,0,0,0,0,0,99.42%,97.75%,0.00%,0.00%,49.29%,50.71%,1.97,2.03,2,1,0,4,98.59%,1.41%,0.00%,98.59%,1125,1125,0,0,,,,,1125,1125,810,885,1125,1125,810,885,501,921,930,1255,128,503,930,1255,,,,,,,,,,,,,,,,,
77,7/14/17 10:31,10:31:30,0,0,0,0,0,0,0,0,99.42%,97.75%,0.00%,0.00%,49.29%,50.71%,1.97,2.03,2,1,0,4,98.59%,1.41%,0.00%,98.59%,1140,1140,0,0,,,,,1140,1140,810,885,1140,1140,810,885,501,921,930,1255,128,503,930,1255,,,,,,,,,,,,,,,,,
