frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3,,,,,,,,,,,,,,,,,
279,7/14/17 11:22,11:22:00,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4170,4170,3000,3000,,,,,4170,4170,3810,3885,4170,4170,3810,3885,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
280,7/14/17 11:22,11:22:15,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4185,4185,3015,3015,,,,,4185,4185,3825,3900,4185,4185,3825,3900,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
281,7/14/17 11:22,11:22:30,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4200,4200,3030,3030,,,,,4200,4200,3840,3915,4200,4200,3840,3915,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
282,7/14/17 11:22,11:22:45,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4215,4215,3045,3045,,,,,4215,4215,3855,3930,4215,4215,3855,3930,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
283,7/14/17 11:23,11:23:00,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4230,4230,3060,3060,,,,,4230,4230,3870,3945,4230,4230,3870,3945,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
284,7/14/17 11:23,11:23:15,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4245,4245,3075,3075,,,,,4245,4245,3885,3960,4245,4245,3885,3960,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
285,7/14/17 11:23,11:23:30,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4260,4260,3090,3090,,,,,4260,4260,3900,3975,4260,4260,3900,3975,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
286,7/14/17 11:23,11:23:45,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,85.31%,70.90%,29.10%,2.84,1.16,4,1,1,6,70.90%,29.10%,70.90%,70.90%,4275,4275,3105,3105,,,,,4275,4275,3915,3990,4275,4275,3915,3990,185,934,1325,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
287,7/14/17 11:24,11:24:00,0,0,0,0,0,0,0,0,7.54%,100.00%,90.77%,86.25%,71.14%,28.86%,2.85,1.15,4,1,1,6,71.14%,28.86%,71.14%,71.14%,4290,4290,3120,3120,,,,,4290,4290,3930,4005,4290,4290,3930,4005,185,934,1328,1510,185,504,964,1307,,,,,,,,,,,,,,,,,
288,7/14/17 11:24,11:24:15,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,86.25%,71.29%,28.71%,2.85,1.15,4,1,1,6,71.29%,28.71%,71.29%,71.29%,4305,4305,3135,3135,,,,,4305,4305,3945,4020,4305,4305,3945,4020,185,934,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
289,7/14/17 11:24,11:24:30,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,86.25%,71.29%,28.71%,2.85,1.15,4,1,1,6,71.29%,28.71%,71.29%,71.29%,4320,4320,3150,3150,,,,,4320,4320,3960,4035,4320,4320,3960,4035,185,934,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
290,7/14/17 11:24,11:24:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,86.25%,71.29%,28.71%,2.85,1.15,4,1,1,6,71.29%,28.71%,71.29%,71.29%,4335,4335,3165,3165,,,,,4335,4335,3975,4050,4335,4335,3975,4050,185,934,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
291,7/14/17 11:25,11:25:00,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,86.25%,71.29%,28.71%,2.85,1.15,4,1,1,6,71.29%,28.71%,71.29%,71.29%,4350,4350,3180,3180,,,,,4350,4350,3990,4065,4350,4350,3990,4065,185,934,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
292,7/14/17 11:25,11:25:15,0,0,0,0,0,0,0,0,7.54%,100.00%,90.46%,86.25%,71.06%,28.94%,2.84,1.16,4,1,1,6,71.06%,28.94%,71.06%,71.06%,4365,4365,3195,3195,,,,,4365,4365,4005,4080,4365,4365,4005,4080,185,931,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
293,7/14/17 11:25,11:25:30,0,0,0,0,0,0,0,0,7.54%,100.00%,90.46%,86.25%,71.06%,28.94%,2.84,1.16,4,1,1,6,71.06%,28.94%,71.06%,71.06%,4380,4380,3210,3210,,,,,4380,4380,4020,4095,4380,4380,4020,4095,185,931,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
294,7/14/17 11:25,11:25:45,0,0,0,0,0,0,0,0,6.96%,100.00%,91.38%,86.25%,71.15%,28.85%,2.85,1.15,4,1,1,6,71.15%,28.85%,71.15%,71.15%,4395,4395,3225,3225,,,,,4395,4395,4035,4110,4395,4395,4035,4110,185,934,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
295,7/14/17 11:26,11:26:00,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4410,4410,3240,3240,,,,,4410,4410,4050,4125,4410,4410,4050,4125,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
296,7/14/17 11:26,11:26:15,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4425,4425,3255,3255,,,,,4425,4425,4065,4140,4425,4425,4065,4140,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
297,7/14/17 11:26,11:26:30,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4440,4440,3270,3270,,,,,4440,4440,4080,4155,4440,4440,4080,4155,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
298,7/14/17 11:26,11:26:45,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4455,4455,3285,3285,,,,,4455,4455,4095,4170,4455,4455,4095,4170,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
299,7/14/17 11:27,11:27:00,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4470,4470,3300,3300,,,,,4470,4470,4110,4185,4470,4470,4110,4185,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
300,7/14/17 11:27,11:27:15,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4485,4485,3315,3315,,,,,4485,4485,4125,4200,4485,4485,4125,4200,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
301,7/14/17 11:27,11:27:30,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4500,4500,3330,3330,,,,,4500,4500,4140,4215,4500,4500,4140,4215,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
302,7/14/17 11:27,11:27:45,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4515,4515,3345,3345,,,,,4515,4515,4155,4230,4515,4515,4155,4230,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
303,7/14/17 11:28,11:28:00,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4530,4530,3360,3360,,,,,4530,4530,4170,4245,4530,4530,4170,4245,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
304,7/14/17 11:28,11:28:15,0,0,0,0,0,0,0,0,6.96%,100.00%,91.38%,86.25%,71.15%,28.85%,2.85,1.15,4,1,1,6,71.15%,28.85%,71.15%,71.15%,4545,4545,3375,3375,,,,,4545,4545,4185,4260,4545,4545,4185,4260,185,934,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
305,7/14/17 11:28,11:28:30,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4560,4560,3390,3390,,,,,4560,4560,4200,4275,4560,4560,4200,4275,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
306,7/14/17 11:28,11:28:45,0,0,0,0,0,0,0,0,6.96%,100.00%,90.46%,86.25%,70.92%,29.08%,2.84,1.16,4,1,1,6,70.92%,29.08%,70.92%,70.92%,4575,4575,3405,3405,,,,,4575,4575,4215,4290,4575,4575,4215,4290,185,931,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
307,7/14/17 11:29,11:29:00,0,0,0,0,0,0,0,0,6.96%,100.00%,91.69%,86.25%,71.22%,28.78%,2.85,1.15,4,1,1,6,71.22%,28.78%,71.22%,71.22%,4590,4590,3420,3420,,,,,4590,4590,4230,4305,4590,4590,4230,4305,185,935,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
308,7/14/17 11:29,11:29:15,0,0,0,0,0,0,0,0,6.96%,100.00%,91.69%,86.25%,71.22%,28.78%,2.85,1.15,4,1,1,6,71.22%,28.78%,71.22%,71.22%,4605,4605,3435,3435,,,,,4605,4605,4245,4320,4605,4605,4245,4320,185,935,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
309,7/14/17 11:29,11:29:30,0,0,0,0,0,0,0,0,6.96%,100.00%,91.69%,86.25%,71.22%,28.78%,2.85,1.15,4,1,1,6,71.22%,28.78%,71.22%,71.22%,4620,4620,3450,3450,,,,,4620,4620,4260,4335,4620,4620,4260,4335,185,935,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
310,7/14/17 11:29,11:29:45,0,0,0,0,0,0,0,0,6.96%,100.00%,91.69%,86.25%,71.22%,28.78%,2.85,1.15,4,1,1,6,71.22%,28.78%,71.22%,71.22%,4635,4635,3465,3465,,,,,4635,4635,4275,4350,4635,4635,4275,4350,185,935,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
311,7/14/17 11:30,11:30:00,0,0,0,0,0,0,0,0,6.96%,100.00%,91.69%,86.25%,71.22%,28.78%,2.85,1.15,4,1,1,6,71.22%,28.78%,71.22%,71.22%,4650,4650,3480,3480,,,,,4650,4650,4290,4365,4650,4650,4290,4365,185,935,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
312,7/14/17 11:30,11:30:15,0,0,0,0,0,0,0,0,6.96%,100.00%,91.69%,86.25%,71.22%,28.78%,2.85,1.15,4,1,1,6,71.22%,28.78%,71.22%,71.22%,4665,4665,3495,3495,,,,,4665,4665,4305,4380,4665,4665,4305,4380,185,935,1328,1510,185,506,962,1307,,,,,,,,,,,,,,,,,
313,7/14/17 11:30,11:30:30,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4680,4680,3510,3510,,,,,4680,4680,4320,4395,4680,4680,4320,4395,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
314,7/14/17 11:30,11:30:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4695,4695,3525,3525,,,,,4695,4695,4335,4410,4695,4695,4335,4410,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
315,7/14/17 11:31,11:31:00,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4710,4710,3540,3540,,,,,4710,4710,4350,4425,4710,4710,4350,4425,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
316,7/14/17 11:31,11:31:15,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4725,4725,3555,3555,,,,,4725,4725,4365,4440,4725,4725,4365,4440,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
317,7/14/17 11:31,11:31:30,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4740,4740,3570,3570,,,,,4740,4740,4380,4455,4740,4740,4380,4455,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
318,7/14/17 11:31,11:31:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4755,4755,3585,3585,,,,,4755,4755,4395,4470,4755,4755,4395,4470,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
319,7/14/17 11:32,11:32:00,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4770,4770,3600,3600,,,,,4770,4770,4410,4485,4770,4770,4410,4485,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
320,7/14/17 11:32,11:32:15,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4785,4785,3615,3615,,,,,4785,4785,4425,4500,4785,4785,4425,4500,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
321,7/14/17 11:32,11:32:30,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4800,4800,3630,3630,,,,,4800,4800,4440,4515,4800,4800,4440,4515,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
322,7/14/17 11:32,11:32:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4815,4815,3645,3645,,,,,4815,4815,4455,4530,4815,4815,4455,4530,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
323,7/14/17 11:33,11:33:00,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4830,4830,3660,3660,,,,,4830,4830,4470,4545,4830,4830,4470,4545,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
324,7/14/17 11:33,11:33:15,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4845,4845,3675,3675,,,,,4845,4845,4485,4560,4845,4845,4485,4560,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
325,7/14/17 11:33,11:33:30,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4860,4860,3690,3690,,,,,4860,4860,4500,4575,4860,4860,4500,4575,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
326,7/14/17 11:33,11:33:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4875,4875,3705,3705,,,,,4875,4875,4515,4590,4875,4875,4515,4590,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
327,7/14/17 11:34,11:34:00,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,85.63%,71.21%,28.79%,2.85,1.15,4,1,1,6,71.21%,28.79%,71.21%,71.21%,4890,4890,3720,3720,,,,,4890,4890,4530,4605,4890,4890,4530,4605,185,935,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
328,7/14/17 11:34,11:34:15,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4905,4905,3735,3735,,,,,4905,4905,4545,4620,4905,4905,4545,4620,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
329,7/14/17 11:34,11:34:30,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,4920,4920,3750,3750,,,,,4920,4920,4560,4635,4920,4920,4560,4635,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
330,7/14/17 11:34,11:34:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,86.25%,71.29%,28.71%,2.85,1.15,4,1,1,6,71.29%,28.71%,71.29%,71.29%,4935,4935,3765,3765,,,,,4935,4935,4575,4650,4935,4935,4575,4650,185,934,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
331,7/14/17 11:35,11:35:00,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,86.25%,71.29%,28.71%,2.85,1.15,4,1,1,6,71.29%,28.71%,71.29%,71.29%,4950,4950,3780,3780,,,,,4950,4950,4590,4665,4950,4950,4590,4665,185,934,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
332,7/14/17 11:35,11:35:15,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,85.63%,71.14%,28.86%,2.85,1.15,4,1,1,6,71.14%,28.86%,71.14%,71.14%,4965,4965,3795,3795,,,,,4965,4965,4605,4680,4965,4965,4605,4680,185,934,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
333,7/14/17 11:35,11:35:30,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,85.63%,71.14%,28.86%,2.85,1.15,4,1,1,6,71.14%,28.86%,71.14%,71.14%,4980,4980,3810,3810,,,,,4980,4980,4620,4695,4980,4980,4620,4695,185,934,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
334,7/14/17 11:35,11:35:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,85.63%,71.14%,28.86%,2.85,1.15,4,1,1,6,71.14%,28.86%,71.14%,71.14%,4995,4995,3825,3825,,,,,4995,4995,4635,4710,4995,4995,4635,4710,185,934,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
335,7/14/17 11:36,11:36:00,0,0,0,0,0,0,0,0,7.54%,100.00%,90.46%,85.63%,70.91%,29.09%,2.84,1.16,4,1,1,6,70.91%,29.09%,70.91%,70.91%,5010,5010,3840,3840,,,,,5010,5010,4650,4725,5010,5010,4650,4725,185,931,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
336,7/14/17 11:36,11:36:15,0,0,0,0,0,0,0,0,7.54%,100.00%,90.46%,85.63%,70.91%,29.09%,2.84,1.16,4,1,1,6,70.91%,29.09%,70.91%,70.91%,5025,5025,3855,3855,,,,,5025,5025,4665,4740,5025,5025,4665,4740,185,931,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
337,7/14/17 11:36,11:36:30,0,0,0,0,0,0,0,0,7.54%,100.00%,90.46%,85.63%,70.91%,29.09%,2.84,1.16,4,1,1,6,70.91%,29.09%,70.91%,70.91%,5040,5040,3870,3870,,,,,5040,5040,4680,4755,5040,5040,4680,4755,185,931,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
338,7/14/17 11:36,11:36:45,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,85.63%,71.14%,28.86%,2.85,1.15,4,1,1,6,71.14%,28.86%,71.14%,71.14%,5055,5055,3885,3885,,,,,5055,5055,4695,4770,5055,5055,4695,4770,185,934,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
339,7/14/17 11:37,11:37:00,0,0,0,0,0,0,0,0,7.54%,100.00%,91.38%,85.63%,71.14%,28.86%,2.85,1.15,4,1,1,6,71.14%,28.86%,71.14%,71.14%,5070,5070,3900,3900,,,,,5070,5070,4710,4785,5070,5070,4710,4785,185,934,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
340,7/14/17 11:37,11:37:15,0,0,0,0,0,0,0,0,7.54%,100.00%,91.69%,86.25%,71.37%,28.63%,2.85,1.15,4,1,1,6,71.37%,28.63%,71.37%,71.37%,5085,5085,3915,3915,,,,,5085,5085,4725,4800,5085,5085,4725,4800,185,935,1328,1510,185,504,962,1307,,,,,,,,,,,,,,,,,
341,7/14/17 11:37,11:37:30,0,0,0,0,0,0,0,0,7.54%,98.25%,90.15%,85.63%,70.39%,29.61%,2.82,1.18,4,1,1,6,70.39%,29.61%,70.39%,70.39%,5100,5100,3930,3930,,,,,5100,5100,4740,4815,5100,5100,4740,4815,185,923,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
342,7/14/17 11:37,11:37:45,0,0,0,0,0,0,0,0,7.54%,98.25%,90.15%,85.63%,70.39%,29.61%,2.82,1.18,4,1,1,6,70.39%,29.61%,70.39%,70.39%,5115,5115,3945,3945,,,,,5115,5115,4755,4830,5115,5115,4755,4830,185,923,1328,1510,185,504,962,1309,,,,,,,,,,,,,,,,,
343,7/14/17 11:38,11:38:00,0,0,0,0,0,0,0,0,6.67%,98.25%,90.15%,85.63%,70.17%,29.83%,2.81,1.19,4,1,1,6,70.17%,29.83%,70.17%,70.17%,5130,5130,3960,3960,,,,,5130,5130,4770,4845,5130,5130,4770,4845,185,923,1328,1510,185,507,962,1309,,,,,,,,,,,,,,,,,
344,7/14/17 11:38,11:38:15,0,0,0,0,0,0,0,0,6.96%,100.00%,91.38%,85.63%,70.99%,29.01%,2.84,1.16,4,1,1,6,70.99%,29.01%,70.99%,70.99%,5145,5145,3975,3975,,,,,5145,5145,4785,4860,5145,5145,4785,4860,185,934,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
345,7/14/17 11:38,11:38:30,0,0,0,0,0,0,0,0,6.96%,98.25%,90.15%,85.63%,70.25%,29.75%,2.81,1.19,4,1,1,6,70.25%,29.75%,70.25%,70.25%,5160,5160,3990,3990,,,,,5160,5160,4800,4875,5160,5160,4800,4875,185,923,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
346,7/14/17 11:38,11:38:45,0,0,0,0,0,0,0,0,6.96%,98.25%,90.15%,85.63%,70.25%,29.75%,2.81,1.19,4,1,1,6,70.25%,29.75%,70.25%,70.25%,5175,5175,4005,4005,,,,,5175,5175,4815,4890,5175,5175,4815,4890,185,923,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
347,7/14/17 11:39,11:39:00,0,0,0,0,0,0,0,0,6.96%,98.25%,90.15%,85.63%,70.25%,29.75%,2.81,1.19,4,1,1,6,70.25%,29.75%,70.25%,70.25%,5190,5190,4020,4020,,,,,5190,5190,4830,4905,5190,5190,4830,4905,185,923,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
348,7/14/17 11:39,11:39:15,0,0,0,0,0,0,0,0,6.96%,98.25%,90.15%,85.63%,70.25%,29.75%,2.81,1.19,4,1,1,6,70.25%,29.75%,70.25%,70.25%,5205,5205,4035,4035,,,,,5205,5205,4845,4920,5205,5205,4845,4920,185,923,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
349,7/14/17 11:39,11:39:30,0,0,0,0,0,0,0,0,6.96%,98.25%,90.15%,85.63%,70.25%,29.75%,2.81,1.19,4,1,1,6,70.25%,29.75%,70.25%,70.25%,5220,5220,4050,4050,,,,,5220,5220,4860,4935,5220,5220,4860,4935,185,923,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
350,7/14/17 11:39,11:39:45,0,0,0,0,0,0,0,0,6.96%,98.25%,90.15%,85.63%,70.25%,29.75%,2.81,1.19,4,1,1,6,70.25%,29.75%,70.25%,70.25%,5235,5235,4065,4065,,,,,5235,5235,4875,4950,5235,5235,4875,4950,185,923,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
351,7/14/17 11:40,11:40:00,0,0,0,0,0,0,0,0,6.96%,100.00%,91.38%,85.63%,70.99%,29.01%,2.84,1.16,4,1,1,6,70.99%,29.01%,70.99%,70.99%,5250,5250,4080,4080,,,,,5250,5250,4890,4965,5250,5250,4890,4965,185,934,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
352,7/14/17 11:40,11:40:15,0,0,0,0,0,0,0,0,6.96%,100.00%,91.38%,85.63%,70.99%,29.01%,2.84,1.16,4,1,1,6,70.99%,29.01%,70.99%,70.99%,5265,5265,4095,4095,,,,,5265,5265,4905,4980,5265,5265,4905,4980,185,934,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
353,7/14/17 11:40,11:40:30,0,0,0,0,0,0,0,0,6.96%,100.00%,91.38%,85.63%,70.99%,29.01%,2.84,1.16,4,1,1,6,70.99%,29.01%,70.99%,70.99%,5280,5280,4110,4110,,,,,5280,5280,4920,4995,5280,5280,4920,4995,185,934,1328,1510,185,506,962,1309,,,,,,,,,,,,,,,,,
