frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3,,,,,,,,,,,,,,,,,
20,7/14/17 10:17,10:17:15,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,285,285,0,0,,,,,285,285,0,0,285,285,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
21,7/14/17 10:17,10:17:30,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,300,300,0,0,,,,,300,300,0,0,300,300,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
22,7/14/17 10:17,10:17:45,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,315,315,0,0,,,,,315,315,0,0,315,315,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
23,7/14/17 10:18,10:18:00,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,330,330,0,0,,,,,330,330,0,0,330,330,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
24,7/14/17 10:18,10:18:15,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,345,345,0,0,,,,,345,345,0,0,345,345,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
25,7/14/17 10:18,10:18:30,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,360,360,0,0,,,,,360,360,0,0,360,360,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
26,7/14/17 10:18,10:18:45,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,375,375,0,0,,,,,375,375,0,0,375,375,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
27,7/14/17 10:19,10:19:00,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,390,390,0,0,,,,,390,390,0,0,390,390,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
28,7/14/17 10:19,10:19:15,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,405,405,0,0,,,,,405,405,0,0,405,405,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
29,7/14/17 10:19,10:19:30,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,420,420,0,0,,,,,420,420,0,0,420,420,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
30,7/14/17 10:19,10:19:45,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,435,435,0,0,,,,,435,435,0,0,435,435,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
31,7/14/17 10:20,10:20:00,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,450,450,0,0,,,,,450,450,0,0,450,450,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
32,7/14/17 10:20,10:20:15,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,465,465,0,0,,,,,465,465,0,0,465,465,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
33,7/14/17 10:20,10:20:30,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,480,480,0,0,,,,,480,480,0,0,480,480,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
34,7/14/17 10:20,10:20:45,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,495,495,0,0,,,,,495,495,0,0,495,495,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
35,7/14/17 10:21,10:21:00,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,510,510,0,0,,,,,510,510,0,0,510,510,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
36,7/14/17 10:21,10:21:15,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,525,525,0,0,,,,,525,525,0,0,525,525,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
37,7/14/17 10:21,10:21:30,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,540,540,0,0,,,,,540,540,0,0,540,540,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
38,7/14/17 10:21,10:21:45,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,555,555,0,0,,,,,555,555,0,0,555,555,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
39,7/14/17 10:22,10:22:00,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,570,570,0,0,,,,,570,570,0,0,570,570,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
40,7/14/17 10:22,10:22:15,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,585,585,0,0,,,,,585,585,0,0,585,585,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
41,7/14/17 10:22,10:22:30,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,600,600,0,0,,,,,600,600,0,0,600,600,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
42,7/14/17 10:22,10:22:45,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,615,615,0,0,,,,,615,615,0,0,615,615,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
43,7/14/17 10:23,10:23:00,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,630,630,0,0,,,,,630,630,0,0,630,630,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
44,7/14/17 10:23,10:23:15,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,645,645,0,0,,,,,645,645,0,0,645,645,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
45,7/14/17 10:23,10:23:30,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,660,660,0,0,,,,,660,660,0,0,660,660,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
46,7/14/17 10:23,10:23:45,0,0,0,0,0,0,0,0,4.47%,95.56%,0.00%,0.00%,25.01%,74.99%,1.00,3.00,2,1,0,2,50.01%,49.99%,0.00%,50.01%,675,675,0,0,,,,,675,675,0,0,675,675,0,0,240,964,980,1310,240,603,980,1310,,,,,,,,,,,,,,,,,
47,7/14/17 10:24,10:24:00,0,0,1,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,690,690,15,15,,,,,690,690,15,15,690,690,15,15,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
48,7/14/17 10:24,10:24:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,705,705,30,30,,,,,705,705,30,30,705,705,30,30,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
49,7/14/17 10:24,10:24:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,720,720,45,45,,,,,720,720,45,45,720,720,45,45,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
50,7/14/17 10:24,10:24:45,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,735,735,60,60,,,,,735,735,60,60,735,735,60,60,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
51,7/14/17 10:25,10:25:00,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,750,750,75,75,,,,,750,750,75,75,750,750,75,75,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
52,7/14/17 10:25,10:25:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,765,765,90,90,,,,,765,765,90,90,765,765,90,90,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
53,7/14/17 10:25,10:25:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,780,780,105,105,,,,,780,780,105,105,780,780,105,105,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
54,7/14/17 10:25,10:25:45,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,795,795,120,120,,,,,795,795,120,120,795,795,120,120,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
55,7/14/17 10:26,10:26:00,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,810,810,135,135,,,,,810,810,135,135,810,810,135,135,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
56,7/14/17 10:26,10:26:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,825,825,150,150,,,,,825,825,150,150,825,825,150,150,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
57,7/14/17 10:26,10:26:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,840,840,165,165,,,,,840,840,165,165,840,840,165,165,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
58,7/14/17 10:26,10:26:45,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,855,855,180,180,,,,,855,855,180,180,855,855,180,180,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
59,7/14/17 10:27,10:27:00,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,870,870,195,195,,,,,870,870,195,195,870,870,195,195,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
60,7/14/17 10:27,10:27:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,885,885,210,210,,,,,885,885,210,210,885,885,210,210,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
61,7/14/17 10:27,10:27:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,900,900,225,225,,,,,900,900,225,225,900,900,225,225,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
62,7/14/17 10:27,10:27:45,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,915,915,240,240,,,,,915,915,240,240,915,915,240,240,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
63,7/14/17 10:28,10:28:00,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,930,930,255,255,,,,,930,930,255,255,930,930,255,255,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
64,7/14/17 10:28,10:28:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,945,945,270,270,,,,,945,945,270,270,945,945,270,270,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
65,7/14/17 10:28,10:28:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,960,960,285,285,,,,,960,960,285,285,960,960,285,285,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
66,7/14/17 10:28,10:28:45,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,975,975,300,300,,,,,975,975,300,300,975,975,300,300,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
67,7/14/17 10:29,10:29:00,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,990,990,315,315,,,,,990,990,315,315,990,990,315,315,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
68,7/14/17 10:29,10:29:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1005,1005,330,330,,,,,1005,1005,330,330,1005,1005,330,330,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
69,7/14/17 10:29,10:29:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1020,1020,345,345,,,,,1020,1020,345,345,1020,1020,345,345,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
70,7/14/17 10:29,10:29:45,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1035,1035,360,360,,,,,1035,1035,360,360,1035,1035,360,360,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
71,7/14/17 10:30,10:30:00,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1050,1050,375,375,,,,,1050,1050,375,375,1050,1050,375,375,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
72,7/14/17 10:30,10:30:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1065,1065,390,390,,,,,1065,1065,390,390,1065,1065,390,390,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
73,7/14/17 10:30,10:30:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1080,1080,405,405,,,,,1080,1080,405,405,1080,1080,405,405,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
74,7/14/17 10:30,10:30:45,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1095,1095,420,420,,,,,1095,1095,420,420,1095,1095,420,420,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
75,7/14/17 10:31,10:31:00,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1110,1110,435,435,,,,,1110,1110,435,435,1110,1110,435,435,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
76,7/14/17 10:31,10:31:15,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1125,1125,450,450,,,,,1125,1125,450,450,1125,1125,450,450,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
77,7/14/17 10:31,10:31:30,0,0,0,0,0,0,0,0,3.42%,95.56%,88.48%,6.15%,48.40%,51.60%,1.94,2.06,4,1,1,4,48.40%,51.60%,48.40%,48.40%,1140,1140,465,465,,,,,1140,1140,465,465,1140,1140,465,465,240,964,1326,1310,240,607,1018,1310,,,,,,,,,,,,,,,,,
